Timestamp,Theta,Alpha,BetaL,BetaH,Gamma
2020-12-05 15:17:00,9.68098440714286,2.930308995535714,1.8801731901785717,0.8589475044642858,0.7474920785714286
2020-12-05 15:18:00,19.857036046875,6.901805770684526,2.7871212363095235,1.9383714677083341,1.8573543729166655
2020-12-05 15:19:00,15.880448181845248,3.6828394069940487,1.891566519791667,0.9623295229166671,0.7199824004464287
2020-12-05 15:20:00,14.96906677485119,3.5894822102678567,1.9952061659226188,1.4990500446428572,1.3201984455357143
2020-12-05 15:21:00,15.563401140926638,3.8177649851499837,2.2210363375408377,1.454324038907039,1.2579001499851499
2020-12-05 15:22:00,16.10013559538691,3.9247191644345234,2.4437113464285707,1.9812919971726195,1.5761039729166666
2020-12-05 15:23:00,16.417634307738098,3.644845137946428,2.184222856845238,1.5260957653273812,1.2151926377976192
2020-12-05 15:24:00,15.849137495089293,3.778423041071428,2.273165083928571,1.3973321028273809,0.9730542540178572
2020-12-05 15:25:00,13.746706622809615,3.069677660380161,1.5859619149094144,0.8604021072171071,0.5634976520641521
2020-12-05 15:26:00,14.11891977767857,3.488906190178573,1.9152538144345228,0.9019838242559528,0.6316607517857143
2020-12-05 15:27:00,12.702832086309524,3.3889856913690464,1.8531057651785712,1.1116903418154762,0.8244173363095235
2020-12-05 15:28:00,14.8515724962875,3.243977928719928,1.2838986531036531,0.610155595931096,0.4282789459459459
2020-12-05 15:29:00,13.48357152023809,2.9299479247023825,1.3454321425595237,0.6292277888392857,0.4116898455357144
2020-12-05 15:30:00,12.845995270833333,3.2329011194940485,1.686028795833333,0.9079338813988096,0.6835348648809524
2020-12-05 15:31:00,12.199368721428574,3.6462867434523814,1.9042294291666664,0.8521622116071429,0.5386722058035714
2020-12-05 15:32:00,11.589939038313046,3.5092827845262846,1.9748645288090292,1.053227483664984,0.6936578402138405
2020-12-05 15:33:00,12.575199175744046,3.4368078543154765,1.808567613392857,1.0297148360119044,0.6124074546130951
2020-12-05 15:34:00,13.062032499851188,3.065441064434524,2.0613163349702384,1.069344324107143,0.7423537938988095
2020-12-05 15:35:00,9.486128856103358,2.3333442386397385,1.3354592618057624,0.6466452074547073,0.4786010791505789
2020-12-05 15:36:00,12.427270757886909,3.5692607160714287,2.049860940476191,1.0595873601190475,0.7450573656249998
2020-12-05 15:37:00,12.12690081845238,3.584562070684524,1.9331830138392865,1.1412024220238093,1.0139087535714286
2020-12-05 15:38:00,11.24423265267857,3.3230855257440486,1.7674969194940475,1.0604068938988094,0.7612774558035714
