temp,label
28.494650000000018,1
28.367300000000014,2
28.248866666666636,3
28.116999999999965,4
28.086399999999966,5
27.76828333333335,6
26.587666666666678,7
25.349149999999977,8
24.83506666666668,9
24.38116666666665,10
23.996183333333317,11
23.39454999999998,12
23.19768333333333,13
23.0042,14
22.819799999999994,15
22.819799999999994,16
22.68001666666665,17
22.548416666666693,18
22.43849999999999,19
22.43849999999999,20
22.341433333333324,21
22.253900000000023,22
22.185250000000018,23
22.122,24
22.122,25
22.09276666666666,26
22.045000000000005,27
21.9945,28
21.9945,29
21.95100000000002,30
21.908500000000014,31
21.87239999999998,32
21.8415,33
21.812499999999986,34
21.812499999999986,35
21.792999999999985,36
21.769899999999996,37
21.769899999999996,38
21.761216666666666,39
21.761216666666666,40
21.77196666666665,41
21.7607,42
21.7607,43
21.743133333333343,44
21.743133333333343,45
21.72700000000001,46
21.71699999999999,47
21.71699999999999,48
21.708999999999996,49
21.708999999999996,50
