tem,label
31.26099999999998,1
31.25926666666668,2
31.236733333333333,3
31.091433333333335,4
31.03856666666665,5
30.993683333333372,6
30.93976666666667,7
30.93003333333333,8
30.99508333333332,9
31.04550000000001,10
31.088399999999968,11
31.14933333333336,12
31.164116666666693,13
31.18126666666668,14
31.16680000000002,15
31.175149999999995,16
31.18993333333333,17
31.173450000000013,18
31.174316666666673,19
31.181699999999985,20
31.2077,21
31.243666666666673,22
31.253200000000025,23
31.247133333333355,24
31.247133333333355,25
31.265333333333288,26
31.283099999999987,27
31.299599999999966,28
31.291766666666646,29
31.27486666666661,30
31.272699999999965,31
31.23846666666667,32
31.203799999999966,33
31.265766666666647,34
31.291349999999966,35
31.273999999999962,36
31.273133333333288,37
31.244516666666666,38
31.244516666666666,39
31.215499999999967,40
31.186033333333334,41
31.190799999999967,42
31.202066666666628,43
31.22243333333333,44
31.238466666666685,45
31.22936666666665,46
31.206399999999984,47
31.18078333333336,48
30.283616666666674,49
29.00481666666667,50
