temp,label
33.19451666666667,1
33.24046666666667,2
33.26430000000002,3
33.26430000000002,4
33.28261016949151,5
33.300616666666635,6
33.32468333333335,7
33.32468333333335,8
33.40706557377052,9
33.43998333333334,10
33.41666666666666,11
33.39026666666662,12
33.37076666666666,13
33.37076666666666,14
33.35696610169493,15
33.35696610169493,16
33.34476666666668,17
33.34476666666668,18
33.341733333333345,19
33.338934426229514,20
33.338934426229514,21
33.338716666666684,22
33.338716666666684,23
33.355166666666676,24
33.355166666666676,25
33.37119999999996,26
33.37119999999996,27
33.385499999999965,28
33.385499999999965,29
33.395899999999976,30
33.395899999999976,31
33.3937333333333,32
33.389655737704885,33
33.389655737704885,34
33.401966666666645,35
33.401966666666645,36
33.42083333333334,37
33.44126666666664,38
33.44126666666664,39
33.463799999999964,40
33.463799999999964,41
33.49991666666668,42
33.5191333333333,43
33.5191333333333,44
32.78073333333334,45
31.53198333333333,46
31.53198333333333,47
30.285466666666668,48
30.285466666666668,49
30.285466666666668,50
