eda,label
0.7622670416666664,1
0.7642864208333326,2
0.7891617666666666,3
0.8364138499999996,4
0.4687104374999997,5
0.3562872250000003,6
0.0009622500000000005,7
0.0008773541666666668,8
0.0006144583333333334,9
0.00020240416666666666,10
0.0010261673640167372,11
0.0006130333333333332,12
0.0018269875518672194,13
0.001610004166666666,14
0.00011354583333333333,15
0.00011354583333333333,16
0.00045455648535564863,17
0.0006783347280334732,18
-0.00020217842323651448,19
-0.00020217842323651448,20
-5.9170124481327736e-05,21
-0.0008746541666666664,22
0.00021736250000000009,23
-0.0012220583333333328,24
-0.0012220583333333328,25
-0.0008037083333333334,26
-0.0005420708333333333,27
-0.0017541422594142266,28
-0.0017541422594142266,29
0.00011453112033195007,30
0.0005817583333333332,31
-0.0003446666666666668,32
7.877500000000009e-05,33
-0.0010688166666666667,34
-0.0010688166666666667,35
-0.0006945250000000004,36
-0.0004460333333333331,37
-0.0004460333333333331,38
-7.885000000000007e-05,39
-7.885000000000007e-05,40
-0.00013155416666666661,41
0.00035179583333333367,42
0.00035179583333333367,43
0.0008993416666666672,44
0.0008993416666666672,45
0.000646875,46
0.0004975916666666667,47
0.0004975916666666667,48
0.0011188541666666654,49
0.0011188541666666654,50
