tem,label
30.66919999999999,1
30.77693333333332,2
30.87768333333333,3
30.87768333333333,4
30.940783333333343,5
30.99864999999998,6
31.00801666666666,7
31.00801666666666,8
31.002650000000006,9
31.010616666666646,10
31.05113333333335,11
31.069766666666684,12
31.067600000000024,13
31.067600000000024,14
30.9915666666667,15
30.9915666666667,16
30.925733333333326,17
30.925733333333326,18
30.85921666666668,19
30.82613333333332,20
30.82613333333332,21
30.80565,22
30.80565,23
30.74293333333334,24
30.74293333333334,25
30.70015,26
30.70015,27
30.72193333333332,28
30.72193333333332,29
30.73415000000001,30
30.73415000000001,31
30.76285000000001,32
30.72703333333332,33
30.72703333333332,34
30.678016666666714,35
30.678016666666714,36
30.612099999999966,37
30.560600000000033,38
30.560600000000033,39
30.54218333333336,40
30.54218333333336,41
30.56891666666668,42
30.53275,43
30.53275,44
30.50706666666665,45
30.44725000000001,46
30.44725000000001,47
30.47896666666667,48
30.47896666666667,49
30.47896666666667,50
