tem,label
29.853216666666647,1
29.847449999999967,2
29.847449999999967,3
29.8425833333333,4
29.842099999999977,5
29.842099999999977,6
29.85406666666665,7
29.85406666666665,8
29.847949999999965,9
29.847949999999965,10
29.86033898305084,11
29.86033898305084,12
29.86033898305084,13
29.85536666666665,14
29.85536666666665,15
29.848833333333307,16
29.848833333333307,17
29.849733333333305,18
29.849733333333305,19
29.84661666666664,20
29.84661666666664,21
29.82009999999999,22
29.82009999999999,23
29.808850000000035,24
29.808850000000035,25
29.808850000000035,26
29.796250000000033,27
29.716983333333317,28
29.716983333333317,29
29.716983333333317,30
29.64615000000001,31
29.61014999999998,32
29.61014999999998,33
29.561366666666693,34
29.561366666666693,35
29.540950000000024,36
29.540950000000024,37
29.51305000000001,38
29.51305000000001,39
29.465716666666626,40
29.465716666666626,41
29.38781666666665,42
29.33141666666667,43
29.33141666666667,44
29.33141666666667,45
27.9565,46
27.9565,47
26.6616,48
25.29306666666668,49
25.29306666666668,50
