temp,label
30.855316666666702,1
30.93595,2
31.071500000000004,3
31.129216666666675,4
31.193833333333373,5
31.310466666666745,6
31.37119999999998,7
31.418466666666692,8
31.470949999999984,9
31.562866666666665,10
31.609949999999927,11
31.65183333333332,12
31.686933333333407,13
31.723333333333336,14
31.799733333333265,15
31.81620000000002,16
31.84133333333329,17
31.856933333333334,18
31.876433333333413,19
31.892033333333373,20
31.92890000000005,21
31.94633333333332,22
31.95196666666662,23
31.951533333333305,24
31.9336666666667,25
31.907400000000038,26
31.898100000000053,27
31.89940000000004,28
31.894633333333374,29
31.886833333333406,30
31.883366666666753,31
31.86386666666664,32
31.844366666666645,33
31.83440000000001,34
31.83613333333334,35
31.82053333333334,36
31.80493333333325,37
31.790199999999928,38
31.788899999999927,39
31.791933333333244,40
31.790633333333243,41
31.78499999999993,42
31.769216666666622,43
31.75129999999993,44
31.75129999999993,45
31.733733333333305,46
31.574616666666657,47
30.09946666666664,48
25.319983333333372,49
25.319983333333372,50
