eda,label
0.01429755186721992,1
0.015147358333333331,2
0.019599330543933046,3
0.025902224999999987,4
0.025902224999999987,5
0.027946149377593363,6
0.027946149377593363,7
0.028200662500000032,8
0.030840062240663907,9
0.03232369166666667,10
0.03232369166666667,11
0.03474699583333332,12
0.037764702928870256,13
0.04007892916666665,14
0.04007892916666665,15
0.04142794605809129,16
0.044197008333333364,17
0.044197008333333364,18
0.044329520833333344,19
0.04497920833333333,20
0.047176108333333334,21
0.04882475416666667,22
0.05076014999999999,23
0.052242841004184096,24
0.052242841004184096,25
0.05346684937238495,26
0.05805961250000004,27
0.05805961250000004,28
0.06049274166666669,29
0.06049274166666669,30
0.06356223236514523,31
0.06479897916666663,32
0.06659375,33
0.06680304583333335,34
0.06680304583333335,35
0.06817402500000001,36
0.06906427916666666,37
0.06906427916666666,38
0.07488178333333333,39
0.0734829375,40
0.0734829375,41
0.07663265416666667,42
0.07812781249999996,43
0.07896460833333335,44
0.08077207083333328,45
0.08077207083333328,46
0.08280916666666673,47
0.08280916666666673,48
0.08271353333333338,49
0.08271353333333338,50
