eda,label
0.07048104583333333,1
0.07547442916666669,2
0.08205734999999996,3
0.08960797083333333,4
0.09600140833333336,5
0.10262213749999996,6
0.11200275833333337,7
0.11626612499999996,8
0.14967967916666666,9
0.14967967916666666,10
0.1689749,11
0.1905922124999998,12
0.1905922124999998,13
0.19669489583333336,14
0.19967063333333346,15
0.2041129208333333,16
0.2031944041666668,17
0.20405319166666666,18
0.20629136250000005,19
0.2077429666666665,20
0.2077429666666665,21
0.21161134583333344,22
0.21540168333333334,23
0.2847941124999999,24
0.28794182499999993,25
0.28976214166666664,26
0.2795262175732217,27
0.2795262175732217,28
0.2590807416666667,29
0.2609692916666667,30
0.2662761541666667,31
0.2706891208333333,32
0.2737535125000001,33
0.2775533749999998,34
0.2878715000000001,35
0.28885614583333336,36
0.2876001541666668,37
0.2889212291666668,38
0.2908002041666667,39
0.2927479874999998,40
0.29815925833333323,41
0.3012343416666666,42
0.3012343416666666,43
0.29918527083333313,44
0.30076869999999994,45
0.30076869999999994,46
0.1423900875000002,47
-0.0008342791666666671,48
0.25708745416666656,49
0.25708745416666656,50
