eda,label
0.3907181333333332,1
0.3997227916666667,2
0.4206119583333333,3
0.4338712541666663,4
0.4418281000000002,5
0.4636857916666667,6
0.4731777416666669,7
0.4801642624999999,8
0.4975087041666665,9
0.5726832416666668,10
0.5540977375,11
0.461217345833333,12
0.461217345833333,13
0.07091198749999998,14
0.07091198749999998,15
0.0002074708333333333,16
0.0011512458333333335,17
0.0011512458333333335,18
0.0009689416666666668,19
0.0004858583333333334,20
0.0006175146443514644,21
0.001375729166666667,22
0.0012486820083682016,23
0.0012486820083682016,24
0.001341107883817427,25
0.0023253319502074712,26
0.0003097041666666666,27
0.0003097041666666666,28
0.00230205,29
0.0020732708333333328,30
0.0003597208333333333,31
0.0003597208333333333,32
-0.00014190416666666665,33
-0.00014190416666666665,34
0.00028780334728033486,35
0.00028780334728033486,36
0.001408224066390041,37
0.0017049041666666667,38
0.0017049041666666667,39
0.0034452208333333326,40
0.0015428791666666664,41
0.0015428791666666664,42
0.0021742666666666674,43
0.0011700753138075312,44
0.0011700753138075312,45
0.0021246008403361352,46
0.0021246008403361352,47
0.0017957083333333328,48
0.0017957083333333328,49
0.0017957083333333328,50
