temp,label
26.946966666666693,1
26.95298333333335,2
26.935466666666695,3
26.91353333333336,4
26.88086666666668,5
26.727616666666673,6
26.727616666666673,7
26.61313333333334,8
26.652333333333363,9
26.668200000000034,10
26.668200000000034,11
26.62340000000001,12
26.613600000000005,13
26.613600000000005,14
26.61546666666668,15
26.63740000000002,16
26.655133333333364,17
26.670500000000033,18
26.688116666666694,19
26.688116666666694,20
26.718533333333358,21
26.73579999999999,22
26.78386666666665,23
26.790866666666645,24
26.766133333333308,25
26.755399999999966,26
26.76706666666665,27
26.79039999999998,28
26.79039999999998,29
26.809066666666627,30
26.808599999999966,31
26.789933333333305,32
26.768933333333305,33
26.768933333333305,34
26.761933333333317,35
26.77779999999998,36
26.77779999999998,37
26.792266666666645,38
26.792266666666645,39
26.80626666666664,40
26.810416666666637,41
26.86220000000001,42
26.86126666666667,43
26.831816666666647,44
26.809533333333302,45
26.659533333333343,46
26.035383333333346,47
26.035383333333346,48
25.13321666666668,49
25.13321666666668,50
