temp,label
29.31930000000002,1
29.301750000000023,2
29.301750000000023,3
29.28785000000001,4
29.274283333333322,5
29.26253333333332,6
29.26253333333332,7
29.243333333333307,8
29.221749999999968,9
29.221749999999968,10
29.201881355932198,11
29.201881355932198,12
29.182216666666694,13
29.182216666666694,14
29.155066666666674,15
29.134083333333322,16
29.11316393442621,17
29.11316393442621,18
29.078816666666636,19
29.078816666666636,20
29.03380000000001,21
29.010449999999995,22
29.010449999999995,23
28.93080000000002,24
28.93080000000002,25
28.87409999999999,26
28.87409999999999,27
28.79130000000001,28
28.704383333333297,29
28.13568333333334,30
27.23521666666668,31
26.80491666666667,32
26.80491666666667,33
26.261866666666666,34
25.60691666666668,35
25.031183333333345,36
24.419491525423716,37
24.419491525423716,38
23.362049999999968,39
23.362049999999968,40
22.974180327868883,41
22.67023333333333,42
22.439,43
22.256366666666693,44
22.10388333333333,45
21.96196666666669,46
21.80334999999999,47
21.68183333333332,48
21.623000000000008,49
21.55320000000001,50
