eda,label
0.048616525000000015,1
0.05185683749999999,2
0.05185683749999999,3
0.05255576666666666,4
0.05366628333333332,5
0.05366628333333332,6
0.05598784166666666,7
0.05598784166666666,8
0.05735630416666665,9
0.05735630416666665,10
0.0597466208333333,11
0.0597466208333333,12
0.0597466208333333,13
0.0614649375,14
0.0614649375,15
0.06258702500000002,16
0.06258702500000002,17
0.0646302333333333,18
0.0646302333333333,19
0.0669285708333333,20
0.0669285708333333,21
0.06777384583333339,22
0.06777384583333339,23
0.06829171666666667,24
0.06829171666666667,25
0.06829171666666667,26
0.06931014999999999,27
0.07007285833333336,28
0.07007285833333336,29
0.07007285833333336,30
0.0703492468619247,31
0.07208005000000002,32
0.07208005000000002,33
0.07219772083333334,34
0.07219772083333334,35
0.0727315228215768,36
0.0727315228215768,37
0.07444612916666671,38
0.07444612916666671,39
0.07614056903765694,40
0.07614056903765694,41
0.07424579583333335,42
0.06077269583333336,43
0.06077269583333336,44
0.06077269583333336,45
0.010869770833333335,46
0.010869770833333335,47
0.001472541666666667,48
0.001432654166666667,49
0.001432654166666667,50
