eda,label
0.09444738333333323,1
0.0997427291666665,2
0.103334775,3
0.10859431666666662,4
0.11396646249999982,5
0.11817513750000005,6
0.15261835416666678,7
0.15261835416666678,8
0.15807719583333338,9
0.16230334583333342,10
0.1669894500000001,11
0.17051952916666666,12
0.1730843666666664,13
0.17730945833333314,14
0.18036590833333346,15
0.18036590833333346,16
0.18278344166666688,17
0.1869885166666667,18
0.1904441291666667,19
0.19427412083333306,20
0.19427412083333306,21
0.19779902499999974,22
0.19861089999999995,23
0.20197225416666653,24
0.20197225416666653,25
0.20168413333333335,26
0.20355878242677825,27
0.20355878242677825,28
0.20560225833333295,29
0.2097864041666664,30
0.2097864041666664,31
0.21688251666666666,32
0.22027214999999986,33
0.22380647499999975,34
0.22380647499999975,35
0.2284904083333329,36
0.2324010375,37
0.2324010375,38
0.2373237749999999,39
0.23867017916666666,40
0.2420645958333334,41
0.24200591666666674,42
0.24200591666666674,43
0.24414922500000005,44
0.24414922500000005,45
0.14358670833333315,46
0.14358670833333315,47
0.002503058333333336,48
0.002250912499999997,49
0.002250912499999997,50
