tem,label
30.034550000000024,1
30.099166666666694,2
30.194666666666684,3
30.264216666666652,4
30.264216666666652,5
30.42265,6
30.53333333333336,7
30.577383333333305,8
30.577383333333305,9
30.686399999999995,10
30.785783333333306,11
30.88081666666665,12
30.968533333333365,13
30.968533333333365,14
31.02071666666666,15
31.04029999999999,16
31.022533333333325,17
31.078866666666627,18
31.078866666666627,19
31.105299999999968,20
31.081900000000008,21
31.0728,22
31.105299999999986,23
31.094033333333307,24
31.071933333333348,25
31.071933333333348,26
31.062400000000018,27
30.98841666666668,28
30.901400000000038,29
30.866133333333373,30
30.870900000000038,31
30.825549999999968,32
30.780916666666695,33
30.780916666666695,34
30.765083333333372,35
30.769100000000034,36
30.70624999999999,37
30.675900000000034,38
30.670600000000032,39
30.670600000000032,40
30.607333333333315,41
30.60343333333332,42
30.544266666666662,43
30.31056666666668,44
30.31056666666668,45
26.84081666666668,46
25.364583333333343,47
24.019066666666657,48
23.32794999999999,49
23.32794999999999,50
