temp,label
32.42243333333336,1
32.42243333333336,2
29.87040000000001,3
30.16658333333334,4
30.252733333333317,5
30.321266666666702,6
30.400216666666683,7
30.523466666666693,8
30.582199999999983,9
30.69169999999999,10
30.733200000000014,11
30.777333333333306,12
30.82108333333333,13
30.893533333333306,14
30.98709999999999,15
31.18241666666664,16
31.27101666666665,17
31.27101666666665,18
31.34251666666666,19
31.508266666666678,20
31.609833333333345,21
31.609833333333345,22
31.7008,23
31.78130000000002,24
31.86083333333333,25
31.934816666666638,26
32.005266666666635,27
32.100423728813574,28
32.17621311475411,29
32.239700000000006,30
32.239700000000006,31
32.324066666666674,32
32.34708474576272,33
32.35483333333334,34
32.35483333333334,35
32.36318032786881,36
32.369999999999955,37
32.369999999999955,38
32.36913333333329,39
32.390366666666644,40
32.40076666666665,41
32.392533333333304,42
32.39903333333332,43
32.42200000000002,44
32.44063333333337,45
32.46489999999998,46
32.449733333333356,47
32.449733333333356,48
32.41766666666667,49
32.41766666666667,50
