tem,label
30.185149999999968,1
30.162483333333306,2
30.295083333333363,3
30.405533333333345,4
30.569449999999968,5
30.575166666666714,6
30.357416666666676,7
30.228116666666665,8
30.10889999999999,9
29.959816666666693,10
29.675566666666683,11
29.55591666666668,12
29.50855000000001,13
29.448416666666674,14
29.37553333333333,15
29.310316666666694,16
29.22531666666665,17
29.121849999999966,18
29.03143333333333,19
28.96451666666667,20
27.53268333333333,21
26.98763333333332,22
26.53668333333335,23
26.133016666666652,24
25.784199999999995,25
25.438066666666664,26
25.12203333333336,27
24.346316666666652,28
24.121249999999968,29
23.89721666666665,30
23.692516666666684,31
23.522933333333363,32
23.38148333333332,33
23.218233333333327,34
22.936450000000008,35
22.80099999999998,36
22.558250000000033,37
22.344933333333326,38
22.240566666666695,39
22.157500000000013,40
22.65523333333334,41
25.590350000000022,42
26.08940000000002,43
26.359283333333348,44
26.638616666666692,45
26.827233333333325,46
27.121950000000034,47
27.152566666666655,48
27.152566666666655,49
27.22824999999998,50
