eda,label
0.030019845833333336,1
0.032343445833333366,2
0.03271439419087136,3
0.032849312499999984,4
0.03317959166666667,5
0.0344748625,6
0.03620092916666668,7
0.036464895833333344,8
0.03723506249999997,9
0.0382669875,10
0.038169437500000014,11
0.03975373750000003,12
0.04040985416666668,13
0.042658983333333365,14
0.0442065125,15
0.04733674166666665,16
0.04683571666666668,17
0.04806639166666668,18
0.04760817916666668,19
0.04970238750000002,20
0.05019285,21
0.05064068333333334,22
0.05195091250000003,23
0.0534025541666667,24
0.0534025541666667,25
0.05312958749999997,26
0.053773645833333335,27
0.052866858333333364,28
0.05637066666666669,29
0.05787525416666665,30
0.0585441708333333,31
0.05991652916666668,32
0.06036321250000005,33
0.06291718750000004,34
0.06303717916666668,35
0.06363538333333334,36
0.06453908750000001,37
0.06331150416666667,38
0.06331150416666667,39
0.06323310833333333,40
0.06326537500000001,41
0.06552149790794981,42
0.06522770833333337,43
0.06582321576763484,44
0.06642613333333333,45
0.06833427500000001,46
0.06946243749999996,47
0.06938849583333337,48
0.008967795833333334,49
0.0019600291666666664,50
