temp,label
31.336483333333348,1
31.371633333333286,2
31.39026666666664,3
31.39026666666664,4
31.39026666666664,5
31.392433333333322,6
31.392433333333322,7
31.396333333333303,8
31.396333333333303,9
31.349516666666666,10
31.349516666666666,11
31.288383333333286,12
31.288383333333286,13
31.24410000000001,14
31.24410000000001,15
31.214633333333307,16
31.214633333333307,17
31.214633333333307,18
31.200333333333305,19
31.195999999999966,20
31.195999999999966,21
31.195999999999966,22
31.2003333333333,23
31.199033333333308,24
31.199033333333308,25
31.21203333333333,26
31.21203333333333,27
31.23023333333333,28
31.23023333333333,29
31.25233333333335,30
31.25233333333335,31
31.28266666666663,32
31.31306666666666,33
31.31306666666666,34
31.393316666666678,35
31.393316666666678,36
31.4879,37
31.4879,38
31.558133333333306,39
31.59531666666665,40
31.59531666666665,41
31.627983333333354,42
31.627983333333354,43
31.340616666666676,44
31.340616666666676,45
29.772,46
29.772,47
28.171366666666664,48
28.171366666666664,49
28.171366666666664,50
