tem,label
30.830233333333357,1
30.941233333333358,2
31.23803333333332,3
31.3651333333333,4
31.444100000000024,5
31.50393333333333,6
31.51736666666667,7
31.541199999999986,8
31.558533333333287,9
31.59888333333333,10
31.63233333333336,11
31.679999999999996,12
31.679999999999996,13
31.701666666666664,14
31.701666666666664,15
31.668299999999995,16
31.592049999999986,17
31.592049999999986,18
31.597449999999984,19
31.58721666666664,20
31.55160000000002,21
31.504799999999967,22
31.42680000000001,23
31.42680000000001,24
31.37033333333335,25
31.309516666666642,26
31.23803333333333,27
31.23803333333333,28
31.172350000000016,29
31.108333333333288,30
31.043766666666652,31
31.043766666666652,32
30.993766666666694,33
30.993766666666694,34
30.93549999999998,35
30.93549999999998,36
30.885916666666713,37
30.847500000000004,38
30.847500000000004,39
30.80475,40
30.749183333333335,41
30.749183333333335,42
30.693016666666693,43
29.379749999999994,44
29.379749999999994,45
27.07443333333333,46
27.07443333333333,47
26.321250000000006,48
26.321250000000006,49
26.321250000000006,50
