temp,label
26.767533333333308,1
26.764733333333314,2
26.788999999999966,3
26.783399999999983,4
26.762866666666646,5
26.742333333333363,6
26.644866666666694,7
26.636933333333353,8
26.62526666666668,9
26.60286666666667,10
26.58139999999999,11
26.556399999999968,12
26.51566666666664,13
26.49560000000001,14
26.444766666666684,15
26.38585000000001,16
26.371533333333346,17
26.365933333333334,18
26.33326666666665,19
26.31553333333332,20
26.285699999999967,21
26.260749999999977,22
26.262999999999966,23
26.230666666666693,24
26.171866666666695,25
26.243466666666652,26
26.345866666666666,27
26.325333333333322,28
26.32439999999999,29
26.32439999999999,30
26.32953333333333,31
26.31926666666665,32
26.32299999999999,33
26.33093333333333,34
26.32301666666665,35
26.31086666666665,36
26.278433333333286,37
26.266149999999968,38
26.261966666666652,39
26.34213333333333,40
26.326733333333326,41
26.35053333333333,42
26.318799999999968,43
26.2829333333333,44
26.24560000000001,45
26.166733333333358,46
26.183533333333344,47
26.183533333333344,48
26.02790000000001,49
26.02790000000001,50
