tem,label
27.589899999999997,1
27.593049999999966,2
27.583583333333305,3
27.583583333333305,4
27.599220338983034,5
27.609799999999986,6
27.618666666666652,7
27.603916666666642,8
27.592149999999982,9
27.608499999999975,10
27.608499999999975,11
27.609899999999985,12
27.647133333333343,13
27.70021666666668,14
27.754316666666657,15
27.754316666666657,16
27.79674999999999,17
27.826166666666683,18
27.826166666666683,19
27.870233333333374,20
27.93508333333332,21
27.98295,22
28.027000000000033,23
28.027000000000033,24
28.066599999999962,25
28.105749999999997,26
28.105749999999997,27
28.16245000000003,28
28.255199999999977,29
28.255199999999977,30
28.300250000000005,31
28.341199999999994,32
28.38844999999999,33
28.442900000000016,34
28.442900000000016,35
28.495100000000022,36
28.549099999999985,37
28.549099999999985,38
28.57835000000001,39
28.6355,40
28.710299999999997,41
28.710299999999997,42
28.785000000000018,43
28.78331666666667,44
29.55710000000001,45
29.36433333333333,46
29.36433333333333,47
29.21946666666667,48
27.84728333333333,49
27.84728333333333,50
