temp,label
30.58169999999999,1
30.845133333333365,2
31.03635000000001,3
31.20423333333333,4
31.282749999999986,5
31.49049999999999,6
31.513466666666666,7
31.556799999999967,8
31.575433333333308,9
31.63146666666668,10
31.713800000000035,11
31.719000000000033,12
31.716400000000032,13
31.695644067796604,14
31.680639344262268,15
31.662666666666652,16
31.605983333333324,17
31.578899999999962,18
31.52776666666666,19
31.502199999999966,20
31.481833333333327,21
31.465800000000037,22
31.440000000000033,23
31.438650000000035,24
31.418866666666666,25
31.404999999999976,26
31.38376666666664,27
31.34866666666668,28
31.342166666666678,29
31.324233333333325,30
31.342600000000008,31
31.35733333333334,32
31.34518333333334,33
31.262733333333347,34
31.20466666666665,35
31.157483333333346,36
31.074100000000023,37
31.024249999999967,38
30.99098333333337,39
30.96773333333335,40
30.912566666666653,41
30.894400000000008,42
30.87745000000004,43
30.828299999999977,44
30.75033333333336,45
30.740633333333353,46
30.710716666666652,47
30.597233333333325,48
30.550016666666693,49
30.236333333333334,50
