eda,label
0.0067938625000000035,1
0.00926315,2
0.010209132780082982,3
0.009564343096234312,4
0.010094216666666676,5
0.011161287500000006,6
0.012487758333333331,7
0.013576758333333341,8
0.013597254166666671,9
0.0149115625,10
0.01574613333333334,11
0.015792674999999996,12
0.015500779166666675,13
0.01542356666666667,14
0.01545998333333334,15
0.01510538750000001,16
0.015235820833333337,17
0.016167283333333324,18
0.015858216666666664,19
0.016044775000000004,20
0.01577935146443515,21
0.017224464730290448,22
0.017318791666666646,23
0.01868644583333332,24
0.01888348333333335,25
0.01945109583333334,26
0.020516916666666656,27
0.02077983333333333,28
0.02074324583333333,29
0.02074324583333333,30
0.02010556250000001,31
0.020139995833333327,32
0.020479545833333328,33
0.02015460833333333,34
0.02123661666666666,35
0.0213616625,36
0.021300216666666674,37
0.02210751666666668,38
0.02296811715481172,39
0.023844748953974898,40
0.02598736514522821,41
0.025252487499999983,42
0.02518832083333333,43
0.02539277916666666,44
0.026704587499999998,45
0.026579762499999996,46
0.02781369037656903,47
0.02781369037656903,48
0.021286430962343103,49
0.021286430962343103,50
