eda,label
0.05496142083333325,1
0.0581759041666667,2
0.06010232500000001,3
0.06430996666666668,4
0.061451883333333325,5
0.06406716666666669,6
0.06406716666666669,7
0.06423223750000001,8
0.06784205833333333,9
0.07275725833333331,10
0.07452482916666661,11
0.07800269166666668,12
0.08007232916666668,13
0.08007232916666668,14
0.0844788625,15
0.08691070833333323,16
0.08945508333333327,17
0.09116575416666667,18
0.0932995083333334,19
0.0932995083333334,20
0.09463464583333336,21
0.09637023333333332,22
0.10122106250000004,23
0.1024214083333334,24
0.10163315833333336,25
0.10609389583333342,26
0.10841041249999996,27
0.10676517499999996,28
0.10676517499999996,29
0.11287523333333335,30
0.11492778749999995,31
0.1123724708333334,32
0.11084966666666672,33
0.11084966666666672,34
0.11560704166666673,35
0.11855707499999996,36
0.11855707499999996,37
0.11948369166666672,38
0.11948369166666672,39
0.12198902083333332,40
0.12071072916666654,41
0.13666603347280334,42
0.14218535833333346,43
0.15797706250000004,44
0.1647499211618257,45
0.07921190833333333,46
0.002339708333333334,47
0.002339708333333334,48
0.0028649375000000003,49
0.0028649375000000003,50
