eda,label
0.0279416359832636,1
0.027748327731092436,2
0.027748327731092436,3
0.029024112970711308,4
0.028885148760330576,5
0.02907812396694213,6
0.02907812396694213,7
0.0290370209205021,8
0.028524623430962324,9
0.028524623430962324,10
0.02866755416666666,11
0.02866755416666666,12
0.029287091666666674,13
0.029287091666666674,14
0.029852863070539432,15
0.029464950000000007,16
0.02991013692946059,17
0.02991013692946059,18
0.030462708333333345,19
0.030462708333333345,20
0.030527433333333336,21
0.029604774999999986,22
0.029604774999999986,23
0.030244075000000013,24
0.030244075000000013,25
0.030168216666666667,26
0.030168216666666667,27
0.03010472916666668,28
0.030853343096234307,29
0.016039088235294124,30
0.0008638291666666665,31
0.0015098429752066118,32
0.0015098429752066118,33
0.0013051410788381744,34
0.000674372384937239,35
-2.7975000000000043e-05,36
0.0004493070539419088,37
0.0004493070539419088,38
-5.7058333333333275e-05,39
-5.7058333333333275e-05,40
-2.1267782426778307e-05,41
0.0008748374999999999,42
0.0011915666666666672,43
0.0018042166666666665,44
0.0009748375000000008,45
0.0012304999999999994,46
0.001362812500000001,47
0.0011256125000000002,48
0.0012042833333333332,49
0.0010072208333333334,50
