eda,label
0.00976373443983403,1
0.010088387500000002,2
0.011288033472803344,3
0.011288033472803344,4
0.012307810924369745,5
0.012278400000000005,6
0.01222752916666667,7
0.011963520833333336,8
0.013862520833333327,9
0.013979908333333329,10
0.013979908333333329,11
0.013741962500000005,12
0.015173908333333331,13
0.0160806,14
0.017184104166666662,15
0.017184104166666662,16
0.018231270833333337,17
0.01889902916666668,18
0.01889902916666668,19
0.01956915,20
0.02064675000000001,21
0.02187563333333333,22
0.022449074999999995,23
0.022449074999999995,24
0.02259032916666668,25
0.02145242916666667,26
0.02145242916666667,27
0.020566375,28
0.021612333333333348,29
0.021612333333333348,30
0.023691741666666655,31
0.02384913333333334,32
0.02374742916666668,33
0.0251944125,34
0.0251944125,35
0.026369666666666684,36
0.0284773375,37
0.0284773375,38
0.030591791666666663,39
0.03193918749999999,40
0.033448587500000015,41
0.033448587500000015,42
0.034282470833333335,43
0.0171984375,44
0.004197949999999998,45
0.0042353624999999975,46
0.0042353624999999975,47
0.003355124999999998,48
0.0022909666666666648,49
0.0022909666666666648,50
