eda,label
0.4002156458333329,1
0.4036703416666668,2
0.40457772083333343,3
0.40457772083333343,4
0.40457772083333343,5
0.4025439583333334,6
0.4025439583333334,7
0.4042553833333333,8
0.4042553833333333,9
0.40899485416666653,10
0.40899485416666653,11
0.4162524708333334,12
0.4162524708333334,13
0.4100694958333336,14
0.4100694958333336,15
0.4167692791666668,16
0.4167692791666668,17
0.4167692791666668,18
0.42029855416666667,19
0.4306237750000001,20
0.4306237750000001,21
0.4306237750000001,22
0.4474339541666664,23
0.4652139458333335,24
0.4652139458333335,25
0.4662343640167369,26
0.4662343640167369,27
0.4681517634854775,28
0.4681517634854775,29
0.4647388583333333,30
0.4647388583333333,31
0.43072305,32
0.4318884958333333,33
0.4318884958333333,34
0.4452110458333332,35
0.4452110458333332,36
0.4575329041666663,37
0.4575329041666663,38
0.4685619999999999,39
0.4900969083333334,40
0.4900969083333334,41
0.5074521416666665,42
0.5074521416666665,43
0.19399538749999992,44
0.19399538749999992,45
0.0019652041666666665,46
0.0019652041666666665,47
0.001965191666666668,48
0.001965191666666668,49
0.001965191666666668,50
