tem,label
31.54250000000001,1
31.5243,2
31.50913333333333,3
31.54206666666665,4
31.559833333333287,5
31.572399999999966,6
31.570249999999966,7
31.53643333333334,8
31.49916666666665,9
31.37466666666668,10
31.228066666666642,11
31.15781666666667,12
31.0494,13
31.0494,14
30.965066666666683,15
30.91078333333333,16
30.860483333333345,17
30.71116666666665,18
30.64936666666668,19
30.576966666666692,20
30.516466666666652,21
30.463800000000038,22
30.424916666666668,23
30.37385000000002,24
30.31768333333333,25
30.267233333333348,26
30.22455000000002,27
30.16681666666667,28
30.12301666666668,29
30.076616666666652,30
30.030683333333357,31
29.619000000000003,32
28.55558333333333,33
27.62351666666667,34
26.71163333333334,35
25.90563333333332,36
25.181500000000018,37
24.55078333333333,38
23.990516666666654,39
23.496183333333335,40
23.08861666666665,41
22.748883333333332,42
22.11421666666667,43
22.11421666666667,44
21.8538,45
21.62165000000001,46
21.411433333333324,47
21.231266666666667,48
20.919050000000013,49
20.919050000000013,50
