temp,label
28.327249999999946,1
28.351099999999967,2
28.379899999999946,3
28.418149999999986,4
28.447400000000016,5
28.48250000000005,6
28.562600000000018,7
28.562600000000018,8
28.57879999999993,9
28.60579999999995,10
28.621999999999968,11
28.629649999999966,12
28.617049999999963,13
28.61029999999995,14
28.61164999999995,15
28.61164999999995,16
28.59454999999995,17
28.599049999999934,18
28.611199999999954,19
28.599949999999946,20
28.599949999999946,21
28.583299999999987,22
28.56080000000007,23
28.557650000000066,24
28.557650000000066,25
28.530650000000033,26
28.509050000000066,27
28.509050000000066,28
28.499150000000057,29
28.48520000000005,30
28.48520000000005,31
28.495100000000058,32
28.512200000000067,33
28.49960000000007,34
28.49960000000007,35
28.472600000000032,36
28.463150000000034,37
28.463150000000034,38
28.44785000000001,39
28.415449999999968,40
28.38799999999995,41
28.358299999999932,42
28.358299999999932,43
28.337149999999948,44
28.337149999999948,45
28.17365000000002,46
28.17365000000002,47
27.20746666666665,48
26.39118333333333,49
26.39118333333333,50
