tem,label
29.308950000000056,1
29.295916666666713,2
29.27516666666673,3
29.272133333333386,4
29.284366666666703,5
29.529050000000016,6
29.639899999999948,7
29.745099999999933,8
29.822316666666627,9
29.901583333333306,10
29.99491666666665,11
30.113816666666665,12
30.113816666666665,13
30.2140666666667,14
30.2140666666667,15
30.27429999999996,16
30.360183333333374,17
30.360183333333374,18
30.411750000000023,19
30.4705,20
30.5133,21
30.565933333333412,22
30.647399999999948,23
30.647399999999948,24
30.67806666666673,25
30.704900000000077,26
30.723700000000072,27
30.723700000000072,28
30.745550000000037,29
30.770016666666727,30
30.784100000000034,31
30.784100000000034,32
30.784533333333357,33
30.784533333333357,34
30.79059999999999,35
30.79059999999999,36
30.79624999999998,37
30.78451666666671,38
30.78451666666671,39
30.778016666666712,40
30.78410000000001,41
30.78410000000001,42
30.780616666666717,43
30.698966666666692,44
30.698966666666692,45
29.55700000000001,46
29.55700000000001,47
28.466300000000025,48
28.466300000000025,49
28.466300000000025,50
