tem,label
31.176033333333354,1
31.176033333333354,2
31.16858333333335,3
31.173450000000013,4
31.173450000000013,5
31.182566666666666,6
31.18473333333332,7
31.159233333333322,8
31.159233333333322,9
31.108333333333306,10
31.108333333333306,11
31.12531666666664,12
31.140116666666685,13
31.140116666666685,14
31.15655000000002,15
31.15965000000004,16
31.172983333333338,17
31.172983333333338,18
31.160533333333348,19
31.137000000000004,20
31.137000000000004,21
31.122633333333315,22
31.112233333333297,23
31.112233333333297,24
31.105733333333298,25
31.079733333333355,26
31.079733333333355,27
31.036399999999965,28
30.989316666666692,29
30.989316666666692,30
30.961650000000024,31
30.95143333333334,32
30.95143333333334,33
30.919549999999976,34
30.919549999999976,35
30.902033333333332,36
30.902033333333332,37
30.871816666666692,38
30.84013333333333,39
30.84013333333333,40
30.817199999999968,41
30.792333333333364,42
30.70398333333333,43
30.70398333333333,44
30.575450000000025,45
30.575450000000025,46
29.45176666666666,47
29.45176666666666,48
28.298200000000005,49
28.298200000000005,50
