timestamp_16,heart_rate
2020-12-15 13:41:00,83
2020-12-15 13:42:00,88
2020-12-15 13:43:00,85
2020-12-15 13:44:00,84
2020-12-15 13:45:00,80
2020-12-15 13:46:00,81
2020-12-15 13:47:00,82
2020-12-15 13:49:00,81
2020-12-15 13:53:00,80
2020-12-15 13:54:00,78
2020-12-15 13:55:00,80
2020-12-15 13:56:00,77
2020-12-15 13:57:00,76
2020-12-15 13:58:00,75
2020-12-15 13:59:00,76
2020-12-15 14:01:00,78
2020-12-15 14:02:00,76
2020-12-15 14:03:00,77
2020-12-15 14:04:00,75
2020-12-15 14:05:00,74
2020-12-15 14:08:00,76
2020-12-15 14:09:00,78
2020-12-15 14:10:00,76
2020-12-15 14:11:00,78
2020-12-15 14:12:00,80
2020-12-15 14:13:00,75
2020-12-15 14:14:00,77
2020-12-15 14:15:00,75
2020-12-15 14:16:00,76
2020-12-15 14:18:00,74
2020-12-15 14:19:00,77
2020-12-15 14:20:00,74
2020-12-15 14:21:00,72
2020-12-15 14:22:00,70
2020-12-15 14:23:00,73
2020-12-15 14:24:00,72
2020-12-15 14:25:00,70
2020-12-15 14:26:00,75
2020-12-15 14:27:00,87
2020-12-15 14:29:00,86
2020-12-15 14:30:00,81
2020-12-15 14:31:00,80
2020-12-15 14:32:00,68
2020-12-15 14:33:00,70
2020-12-15 14:35:00,68
2020-12-15 14:36:00,69
2020-12-15 14:38:00,70
2020-12-15 14:39:00,68
2020-12-15 14:40:00,70
2020-12-15 14:41:00,69
2020-12-15 14:42:00,68
2020-12-15 14:43:00,69
2020-12-15 14:44:00,73
2020-12-15 14:45:00,71
2020-12-15 14:47:00,69
2020-12-15 14:48:00,67
2020-12-15 14:50:00,68
2020-12-15 14:51:00,70
2020-12-15 14:52:00,72
2020-12-15 14:53:00,71
2020-12-15 14:55:00,70
2020-12-15 14:56:00,73
2020-12-15 14:57:00,77
2020-12-15 14:58:00,92
2020-12-15 14:59:00,97
2020-12-15 15:00:00,115
2020-12-15 15:01:00,127
2020-12-15 15:02:00,0
