timestamp_16,heart_rate
2020-12-12 10:39:00,74
2020-12-12 10:40:00,76
2020-12-12 10:41:00,70
2020-12-12 10:42:00,75
2020-12-12 10:43:00,76
2020-12-12 10:45:00,75
2020-12-12 10:46:00,74
2020-12-12 10:47:00,73
2020-12-12 10:48:00,74
2020-12-12 10:49:00,78
2020-12-12 10:50:00,74
2020-12-12 10:51:00,73
2020-12-12 10:52:00,74
2020-12-12 10:53:00,76
2020-12-12 10:54:00,74
2020-12-12 10:55:00,75
2020-12-12 10:56:00,73
2020-12-12 10:58:00,74
2020-12-12 10:59:00,75
2020-12-12 11:00:00,74
2020-12-12 11:02:00,73
2020-12-12 11:03:00,71
2020-12-12 11:05:00,70
2020-12-12 11:06:00,72
2020-12-12 11:08:00,71
2020-12-12 11:10:00,69
2020-12-12 11:11:00,70
2020-12-12 11:12:00,71
2020-12-12 11:13:00,73
2020-12-12 11:14:00,70
2020-12-12 11:15:00,69
2020-12-12 11:16:00,66
2020-12-12 11:17:00,68
2020-12-12 11:18:00,67
2020-12-12 11:19:00,69
2020-12-12 11:20:00,68
2020-12-12 11:24:00,67
2020-12-12 11:25:00,66
2020-12-12 11:26:00,69
2020-12-12 11:27:00,66
2020-12-12 11:28:00,74
2020-12-12 11:29:00,69
2020-12-12 11:30:00,66
2020-12-12 11:31:00,68
2020-12-12 11:32:00,65
2020-12-12 11:33:00,68
2020-12-12 11:34:00,69
2020-12-12 11:35:00,64
2020-12-12 11:36:00,63
2020-12-12 11:37:00,65
2020-12-12 11:38:00,67
2020-12-12 11:39:00,65
2020-12-12 11:40:00,68
2020-12-12 11:41:00,70
2020-12-12 11:42:00,0
