timestamp_16,heart_rate
2020-12-12 13:16:00,99
2020-12-12 13:17:00,86
2020-12-12 13:18:00,97
2020-12-12 13:19:00,96
2020-12-12 13:20:00,103
2020-12-12 13:21:00,102
2020-12-12 13:22:00,100
2020-12-12 13:23:00,95
2020-12-12 13:24:00,96
2020-12-12 13:25:00,97
2020-12-12 13:26:00,100
2020-12-12 13:27:00,101
2020-12-12 13:28:00,100
2020-12-12 13:30:00,103
2020-12-12 13:32:00,102
2020-12-12 13:34:00,104
2020-12-12 13:35:00,102
2020-12-12 13:36:00,106
2020-12-12 13:37:00,107
2020-12-12 13:38:00,105
2020-12-12 13:39:00,101
2020-12-12 13:40:00,99
2020-12-12 13:41:00,107
2020-12-12 13:42:00,104
2020-12-12 13:43:00,105
2020-12-12 13:45:00,107
2020-12-12 13:46:00,111
2020-12-12 13:47:00,107
2020-12-12 13:48:00,108
2020-12-12 13:49:00,107
2020-12-12 13:50:00,108
2020-12-12 13:51:00,106
2020-12-12 13:52:00,107
2020-12-12 13:53:00,108
2020-12-12 13:54:00,111
2020-12-12 13:55:00,110
2020-12-12 13:56:00,107
2020-12-12 13:57:00,102
2020-12-12 13:58:00,0
