timestamp_16,heart_rate
2020-11-26 15:00:00,74
2020-11-26 15:01:00,69
2020-11-26 15:02:00,72
2020-11-26 15:03:00,76
2020-11-26 15:04:00,78
2020-11-26 15:05:00,81
2020-11-26 15:06:00,77
2020-11-26 15:07:00,78
2020-11-26 15:10:00,76
2020-11-26 15:11:00,80
2020-11-26 15:13:00,76
2020-11-26 15:15:00,77
2020-11-26 15:17:00,75
2020-11-26 15:18:00,79
2020-11-26 15:19:00,77
2020-11-26 15:21:00,79
2020-11-26 15:22:00,78
2020-11-26 15:24:00,77
2020-11-26 15:25:00,79
2020-11-26 15:26:00,84
2020-11-26 15:27:00,78
2020-11-26 15:28:00,77
2020-11-26 15:29:00,79
2020-11-26 15:30:00,73
2020-11-26 15:31:00,76
2020-11-26 15:32:00,77
2020-11-26 15:34:00,84
2020-11-26 15:35:00,75
2020-11-26 15:36:00,74
2020-11-26 15:37:00,75
2020-11-26 15:38:00,77
2020-11-26 15:39:00,81
2020-11-26 15:40:00,75
2020-11-26 15:41:00,76
2020-11-26 15:42:00,74
2020-11-26 15:43:00,76
2020-11-26 15:44:00,82
2020-11-26 15:45:00,75
2020-11-26 15:46:00,72
2020-11-26 15:48:00,75
2020-11-26 15:51:00,76
2020-11-26 15:52:00,80
2020-11-26 15:53:00,78
2020-11-26 15:54:00,74
2020-11-26 15:55:00,76
2020-11-26 15:57:00,74
2020-11-26 15:58:00,77
2020-11-26 15:59:00,75
2020-11-26 16:00:00,78
2020-11-26 16:01:00,75
2020-11-26 16:02:00,76
2020-11-26 16:03:00,77
2020-11-26 16:05:00,71
2020-11-26 16:06:00,72
2020-11-26 16:07:00,71
2020-11-26 16:08:00,72
2020-11-26 16:09:00,77
2020-11-26 16:10:00,0
