time,eda
2020-11-26 15:00:00.236,0.022181
2020-11-26 15:00:00.486,0.021309
2020-11-26 15:00:00.736,0.021555
2020-11-26 15:00:00.986,0.023747
2020-11-26 15:00:01.236,0.022528
2020-11-26 15:00:01.486,0.023076
2020-11-26 15:00:01.736,0.023412
2020-11-26 15:00:01.986,0.020484
2020-11-26 15:00:02.236,0.02178
2020-11-26 15:00:02.486,0.024613
2020-11-26 15:00:02.736,0.022548
2020-11-26 15:00:02.986,0.023631
2020-11-26 15:00:03.236,0.024122
2020-11-26 15:00:03.486,0.022927
2020-11-26 15:00:03.736,0.023278999999999998
2020-11-26 15:00:03.986,0.025121
2020-11-26 15:00:04.235,0.024024
2020-11-26 15:00:04.485,0.022626
2020-11-26 15:00:04.735,0.023873
2020-11-26 15:00:04.985,0.024051
2020-11-26 15:00:05.235,0.023339
2020-11-26 15:00:05.485,0.021912
2020-11-26 15:00:05.735,0.022982
2020-11-26 15:00:05.985,0.022397999999999998
2020-11-26 15:00:06.235,0.022155
2020-11-26 15:00:06.485,0.024575
2020-11-26 15:00:06.735,0.023486
2020-11-26 15:00:06.985,0.024994
2020-11-26 15:00:07.235,0.024784
2020-11-26 15:00:07.485,0.023772
2020-11-26 15:00:07.735,0.024383000000000002
2020-11-26 15:00:07.985,0.023512
2020-11-26 15:00:08.235,0.023642
2020-11-26 15:00:08.485,0.020756999999999998
2020-11-26 15:00:08.735,0.022135
2020-11-26 15:00:08.985,0.022861000000000003
2020-11-26 15:00:09.235,0.021809000000000002
2020-11-26 15:00:09.485,0.025369
2020-11-26 15:00:09.735,0.024115
2020-11-26 15:00:09.985,0.025522
2020-11-26 15:00:10.235,0.025445
2020-11-26 15:00:10.485,0.025572
2020-11-26 15:00:10.735,0.025547
2020-11-26 15:00:10.985,0.023827
2020-11-26 15:00:11.234,0.0247
2020-11-26 15:00:11.484,0.022251
2020-11-26 15:00:11.734,0.023038999999999997
2020-11-26 15:00:11.984,0.023597999999999997
2020-11-26 15:00:12.234,0.022925
2020-11-26 15:00:12.484,0.024296
2020-11-26 15:00:12.734,0.023947
2020-11-26 15:00:12.984,0.023047
2020-11-26 15:00:13.234,0.023671
2020-11-26 15:00:13.484,0.023796
2020-11-26 15:00:13.734,0.023421
2020-11-26 15:00:13.984,0.022335
2020-11-26 15:00:14.234,0.023066
2020-11-26 15:00:14.484,0.023387
2020-11-26 15:00:14.734,0.022861000000000003
2020-11-26 15:00:14.984,0.023246
2020-11-26 15:00:15.234,0.023316
2020-11-26 15:00:15.484,0.024837
2020-11-26 15:00:15.734,0.024041
2020-11-26 15:00:15.984,0.023824
2020-11-26 15:00:16.234,0.02433
2020-11-26 15:00:16.484,0.025925
2020-11-26 15:00:16.734,0.024874
2020-11-26 15:00:16.984,0.023285
2020-11-26 15:00:17.234,0.024605000000000002
2020-11-26 15:00:17.484,0.022418
2020-11-26 15:00:17.734,0.022852
2020-11-26 15:00:17.983,0.022892
2020-11-26 15:00:18.233,0.022655
2020-11-26 15:00:18.483,0.022754
2020-11-26 15:00:18.733,0.022823
2020-11-26 15:00:18.983,0.0242
2020-11-26 15:00:19.233,0.023477
2020-11-26 15:00:19.483,0.02121
2020-11-26 15:00:19.733,0.022705
2020-11-26 15:00:19.983,0.020722
2020-11-26 15:00:20.233,0.020966
2020-11-26 15:00:20.483,0.021641999999999998
2020-11-26 15:00:20.733,0.021182
2020-11-26 15:00:20.983,0.021334
2020-11-26 15:00:21.233,0.021488
2020-11-26 15:00:21.483,0.021977
2020-11-26 15:00:21.733,0.021656
2020-11-26 15:00:21.983,0.022088999999999998
2020-11-26 15:00:22.233,0.022033
2020-11-26 15:00:22.483,0.022933000000000002
2020-11-26 15:00:22.733,0.022511
2020-11-26 15:00:22.983,0.022212
2020-11-26 15:00:23.233,0.022573
2020-11-26 15:00:23.483,0.024263
2020-11-26 15:00:23.733,0.023237999999999998
2020-11-26 15:00:23.983,0.024472999999999998
2020-11-26 15:00:24.233,0.024368
2020-11-26 15:00:24.483,0.023409
2020-11-26 15:00:24.733,0.023941
2020-11-26 15:00:24.982,0.024406999999999998
2020-11-26 15:00:25.232,0.023908000000000002
2020-11-26 15:00:25.482,0.023643
2020-11-26 15:00:25.732,0.024025
2020-11-26 15:00:25.982,0.023572
2020-11-26 15:00:26.232,0.023607
2020-11-26 15:00:26.482,0.024079
2020-11-26 15:00:26.732,0.023825
2020-11-26 15:00:26.982,0.022706
2020-11-26 15:00:27.232,0.023392
2020-11-26 15:00:27.482,0.023663
2020-11-26 15:00:27.732,0.023184
2020-11-26 15:00:27.982,0.024374
2020-11-26 15:00:28.232,0.024019
2020-11-26 15:00:28.482,0.022466999999999997
2020-11-26 15:00:28.732,0.023421
2020-11-26 15:00:28.982,0.023638
2020-11-26 15:00:29.232,0.023053
2020-11-26 15:00:29.482,0.022289
2020-11-26 15:00:29.732,0.022963
2020-11-26 15:00:29.982,0.022584
2020-11-26 15:00:30.232,0.022436
2020-11-26 15:00:30.482,0.023397
2020-11-26 15:00:30.732,0.02299
2020-11-26 15:00:30.982,0.021999
2020-11-26 15:00:31.232,0.022698
2020-11-26 15:00:31.482,0.023025999999999998
2020-11-26 15:00:31.731,0.022513
2020-11-26 15:00:31.981,0.021256999999999998
2020-11-26 15:00:32.231,0.022141
2020-11-26 15:00:32.481,0.020116
2020-11-26 15:00:32.731,0.020686000000000003
2020-11-26 15:00:32.981,0.020371
2020-11-26 15:00:33.231,0.020243
2020-11-26 15:00:33.481,0.021787
2020-11-26 15:00:33.731,0.021079
2020-11-26 15:00:33.981,0.019948
2020-11-26 15:00:34.231,0.020868
2020-11-26 15:00:34.481,0.022959999999999998
2020-11-26 15:00:34.731,0.021454
2020-11-26 15:00:34.981,0.022044
2020-11-26 15:00:35.231,0.022502
2020-11-26 15:00:35.481,0.021738
2020-11-26 15:00:35.731,0.021891
2020-11-26 15:00:35.981,0.023646
2020-11-26 15:00:36.231,0.022692
2020-11-26 15:00:36.481,0.022071
2020-11-26 15:00:36.731,0.022859
2020-11-26 15:00:36.981,0.021978
2020-11-26 15:00:37.231,0.022025
2020-11-26 15:00:37.481,0.02317
2020-11-26 15:00:37.731,0.022574
2020-11-26 15:00:37.981,0.023749
2020-11-26 15:00:38.231,0.023459999999999998
2020-11-26 15:00:38.481,0.023669
2020-11-26 15:00:38.730,0.023709
2020-11-26 15:00:38.980,0.023785
2020-11-26 15:00:39.230,0.023727
2020-11-26 15:00:39.480,0.024661000000000002
2020-11-26 15:00:39.730,0.024222999999999998
2020-11-26 15:00:39.980,0.021969
2020-11-26 15:00:40.230,0.023315
2020-11-26 15:00:40.480,0.023061
2020-11-26 15:00:40.730,0.022515
2020-11-26 15:00:40.980,0.024002000000000002
2020-11-26 15:00:41.230,0.023532
2020-11-26 15:00:41.480,0.024808
2020-11-26 15:00:41.730,0.024405
2020-11-26 15:00:41.980,0.023041
2020-11-26 15:00:42.230,0.023924
2020-11-26 15:00:42.480,0.023597999999999997
2020-11-26 15:00:42.730,0.023319
2020-11-26 15:00:42.980,0.023328
2020-11-26 15:00:43.230,0.023463
2020-11-26 15:00:43.480,0.022212
2020-11-26 15:00:43.730,0.02277
2020-11-26 15:00:43.980,0.023117
2020-11-26 15:00:44.230,0.022664
2020-11-26 15:00:44.480,0.0219
2020-11-26 15:00:44.730,0.022508
2020-11-26 15:00:44.980,0.023148
2020-11-26 15:00:45.230,0.022524000000000002
2020-11-26 15:00:45.480,0.020934
2020-11-26 15:00:45.730,0.022040999999999998
2020-11-26 15:00:45.980,0.02139
2020-11-26 15:00:46.230,0.021162
2020-11-26 15:00:46.480,0.023101
2020-11-26 15:00:46.730,0.022246000000000002
2020-11-26 15:00:46.980,0.022258
