time,temp
2020-12-05 11:01:00,29.451749999999958
2020-12-05 11:02:00,29.436649999999993
2020-12-05 11:03:00,29.434383333333304
2020-12-05 11:04:00,29.453049999999962
2020-12-05 11:05:00,29.48114999999999
2020-12-05 11:06:00,29.509450000000015
2020-12-05 11:07:00,29.51125000000001
2020-12-05 11:08:00,29.481616666666635
2020-12-05 11:09:00,29.438766666666684
2020-12-05 11:10:00,29.390316666666674
2020-12-05 11:11:00,29.332300000000025
2020-12-05 11:12:00,29.2511333333333
2020-12-05 11:13:00,29.135683333333308
2020-12-05 11:14:00,29.03541666666667
2020-12-05 11:15:00,28.959600000000027
2020-12-05 11:16:00,28.90244999999999
2020-12-05 11:17:00,28.845299999999973
2020-12-05 11:18:00,28.794000000000022
2020-12-05 11:19:00,28.73953333333333
2020-12-05 11:20:00,28.691549999999957
2020-12-05 11:21:00,28.652150000000024
2020-12-05 11:22:00,28.611650000000022
2020-12-05 11:23:00,28.56214999999998
2020-12-05 11:24:00,28.544149999999966
2020-12-05 11:25:00,28.501400000000032
2020-12-05 11:26:00,28.462250000000004
2020-12-05 11:27:00,28.429849999999988
2020-12-05 11:28:00,28.40194999999998
2020-12-05 11:29:00,28.382149999999967
2020-12-05 11:30:00,28.359200000000005
2020-12-05 11:31:00,28.338050000000017
2020-12-05 11:32:00,28.324550000000023
2020-12-05 11:33:00,28.322750000000017
2020-12-05 11:34:00,28.316900000000018
2020-12-05 11:35:00,28.32365000000001
2020-12-05 11:36:00,28.315550000000016
2020-12-05 11:37:00,28.299349999999997
2020-12-05 11:38:00,28.255233333333294
2020-12-05 11:39:00,28.19996666666669
2020-12-05 11:40:00,28.15750000000001
2020-12-05 11:41:00,28.12871666666664
2020-12-05 11:42:00,28.088199999999972
2020-12-05 11:43:00,28.05805000000002
2020-12-05 11:44:00,28.013950000000012
2020-12-05 11:45:00,27.986249999999984
2020-12-05 11:46:00,27.96036666666664
2020-12-05 11:47:00,27.93015000000003
2020-12-05 11:48:00,27.894100000000027
2020-12-05 11:49:00,27.827716666666664
2020-12-05 11:50:00,27.74195000000002
2020-12-05 11:51:00,27.661083333333345
2020-12-05 11:52:00,27.557766666666655
2020-12-05 11:53:00,25.666350000000016
2020-12-05 11:54:00,23.662666666666663
2020-12-05 11:55:00,24.56705000000002
2020-12-05 11:56:00,25.07251666666669
2020-12-05 11:57:00,24.671233333333344
2020-12-05 11:58:00,24.040249999999993
