time,eda
2020-11-27 10:50:00,0.002056816666666666
2020-11-27 10:51:00,0.0032899083333333356
2020-11-27 10:52:00,0.0027309749999999988
2020-11-27 10:53:00,0.005112708333333335
2020-11-27 10:54:00,0.004703108333333332
2020-11-27 10:55:00,0.003808712499999999
2020-11-27 10:56:00,0.0032458833333333333
2020-11-27 10:57:00,0.004751479166666669
2020-11-27 10:58:00,0.005188545833333332
2020-11-27 10:59:00,0.005028862499999999
2020-11-27 11:00:00,0.005503424999999996
2020-11-27 11:01:00,0.004892987500000002
2020-11-27 11:02:00,0.005432749999999999
2020-11-27 11:03:00,0.005577287499999998
2020-11-27 11:04:00,0.006371925000000001
2020-11-27 11:05:00,0.007597233333333333
2020-11-27 11:06:00,0.006858995833333335
2020-11-27 11:07:00,0.007785725000000001
2020-11-27 11:08:00,0.008172950000000002
2020-11-27 11:09:00,0.007321958333333335
2020-11-27 11:10:00,0.00717365416666666
2020-11-27 11:11:00,0.008565766666666665
2020-11-27 11:12:00,0.008524829166666663
2020-11-27 11:13:00,0.008209004166666665
2020-11-27 11:14:00,0.009581045833333334
2020-11-27 11:15:00,0.009806366666666665
2020-11-27 11:16:00,0.01088889583333333
2020-11-27 11:17:00,0.009834725
2020-11-27 11:18:00,0.0106139
2020-11-27 11:19:00,0.011070495833333336
2020-11-27 11:20:00,0.010405541666666665
2020-11-27 11:21:00,0.011685820833333334
2020-11-27 11:22:00,0.011410370833333338
2020-11-27 11:23:00,0.011457191666666661
2020-11-27 11:24:00,0.010350674999999995
2020-11-27 11:25:00,0.011211426778242672
2020-11-27 11:26:00,0.011211682008368203
2020-11-27 11:27:00,0.011978767634854774
2020-11-27 11:28:00,0.01236367219917013
2020-11-27 11:29:00,0.012566983333333332
2020-11-27 11:30:00,0.011952502092050222
2020-11-27 11:31:00,0.012688651452282165
2020-11-27 11:32:00,0.013129512499999994
2020-11-27 11:33:00,0.01256418333333333
2020-11-27 11:34:00,0.01308978750000001
2020-11-27 11:35:00,0.008419854166666667
2020-11-27 11:36:00,0.002369108333333332
2020-11-27 11:37:00,0.3476720125000002
2020-11-27 11:38:00,0.4334758624999997
2020-11-27 11:39:00,0.026935212499999993
2020-11-27 11:40:00,0.012922225000000002
2020-11-27 11:41:00,0.007005075000000005
