time,skin_temp
2020-12-09 14:28:00.731,29.874
2020-12-09 14:28:01.732,29.874
2020-12-09 14:28:02.731,29.874
2020-12-09 14:28:03.731,29.874
2020-12-09 14:28:04.731,29.874
2020-12-09 14:28:05.731,29.874
2020-12-09 14:28:06.731,29.874
2020-12-09 14:28:07.731,29.901
2020-12-09 14:28:08.731,29.848
2020-12-09 14:28:09.730,29.874
2020-12-09 14:28:10.730,29.874
2020-12-09 14:28:11.730,29.874
2020-12-09 14:28:12.730,29.874
2020-12-09 14:28:13.730,29.874
2020-12-09 14:28:14.730,29.874
2020-12-09 14:28:15.730,29.874
2020-12-09 14:28:16.729,29.874
2020-12-09 14:28:17.729,29.874
2020-12-09 14:28:18.729,29.848
2020-12-09 14:28:19.729,29.874
2020-12-09 14:28:20.729,29.874
2020-12-09 14:28:21.729,29.874
2020-12-09 14:28:22.729,29.874
2020-12-09 14:28:23.728,29.874
2020-12-09 14:28:24.728,29.874
2020-12-09 14:28:25.728,29.874
2020-12-09 14:28:26.728,29.874
2020-12-09 14:28:27.728,29.901
2020-12-09 14:28:28.728,29.874
2020-12-09 14:28:29.728,29.901
2020-12-09 14:28:30.727,29.901
2020-12-09 14:28:31.727,29.901
2020-12-09 14:28:32.727,29.874
2020-12-09 14:28:33.727,29.874
2020-12-09 14:28:34.727,29.901
2020-12-09 14:28:35.727,29.901
2020-12-09 14:28:36.727,29.901
2020-12-09 14:28:37.726,29.901
2020-12-09 14:28:38.726,29.874
2020-12-09 14:28:39.726,29.874
2020-12-09 14:28:40.726,29.901
2020-12-09 14:28:41.726,29.874
2020-12-09 14:28:42.726,29.901
2020-12-09 14:28:43.726,29.901
2020-12-09 14:28:44.726,29.874
2020-12-09 14:28:45.725,29.901
2020-12-09 14:28:46.725,29.901
2020-12-09 14:28:47.725,29.901
2020-12-09 14:28:48.725,29.901
2020-12-09 14:28:49.725,29.901
2020-12-09 14:28:50.725,29.874
2020-12-09 14:28:51.725,29.901
2020-12-09 14:28:52.724,29.901
2020-12-09 14:28:53.724,29.901
2020-12-09 14:28:54.724,29.901
2020-12-09 14:28:55.724,29.901
2020-12-09 14:28:56.724,29.901
2020-12-09 14:28:57.724,29.901
2020-12-09 14:28:58.724,29.901
2020-12-09 14:28:59.723,29.928
2020-12-09 14:29:00.723,29.901
2020-12-09 14:29:01.723,29.901
2020-12-09 14:29:02.723,29.901
2020-12-09 14:29:03.723,29.901
2020-12-09 14:29:04.723,29.901
2020-12-09 14:29:05.723,29.928
2020-12-09 14:29:06.722,29.901
2020-12-09 14:29:07.722,29.901
2020-12-09 14:29:08.722,29.901
2020-12-09 14:29:09.722,29.928
2020-12-09 14:29:10.722,29.901
2020-12-09 14:29:11.722,29.901
2020-12-09 14:29:12.722,29.901
2020-12-09 14:29:13.721,29.928
2020-12-09 14:29:14.721,29.901
2020-12-09 14:29:15.721,29.928
2020-12-09 14:29:16.721,29.901
2020-12-09 14:29:17.721,29.901
2020-12-09 14:29:18.721,29.901
2020-12-09 14:29:19.721,29.901
2020-12-09 14:29:20.721,29.901
2020-12-09 14:29:21.720,29.928
2020-12-09 14:29:22.720,29.928
2020-12-09 14:29:23.720,29.901
2020-12-09 14:29:24.720,29.928
2020-12-09 14:29:25.720,29.928
2020-12-09 14:29:26.720,29.928
2020-12-09 14:29:27.720,29.928
2020-12-09 14:29:28.719,29.928
2020-12-09 14:29:29.719,29.928
2020-12-09 14:29:30.719,29.928
2020-12-09 14:29:31.719,29.901
2020-12-09 14:29:32.719,29.928
2020-12-09 14:29:33.719,29.901
2020-12-09 14:29:34.719,29.901
2020-12-09 14:29:35.718,29.928
2020-12-09 14:29:36.718,29.928
2020-12-09 14:29:37.718,29.928
2020-12-09 14:29:38.718,29.928
2020-12-09 14:29:39.718,29.901
2020-12-09 14:29:40.718,29.928
2020-12-09 14:29:41.718,29.928
2020-12-09 14:29:42.717,29.955
2020-12-09 14:29:43.717,29.928
2020-12-09 14:29:44.717,29.928
2020-12-09 14:29:45.717,29.928
2020-12-09 14:29:46.717,29.928
2020-12-09 14:29:47.717,29.928
2020-12-09 14:29:48.717,29.928
2020-12-09 14:29:49.716,29.928
2020-12-09 14:29:50.716,29.928
2020-12-09 14:29:51.716,29.928
2020-12-09 14:29:52.716,29.955
2020-12-09 14:29:53.716,29.928
2020-12-09 14:29:54.716,29.928
2020-12-09 14:29:55.716,29.955
2020-12-09 14:29:56.716,29.928
2020-12-09 14:29:57.716,29.955
2020-12-09 14:29:58.716,29.955
2020-12-09 14:29:59.716,29.928
2020-12-09 14:30:00.716,29.955
2020-12-09 14:30:01.716,29.928
2020-12-09 14:30:02.716,29.928
2020-12-09 14:30:03.716,29.955
2020-12-09 14:30:04.716,29.955
2020-12-09 14:30:05.717,29.955
2020-12-09 14:30:06.717,29.955
2020-12-09 14:30:07.717,29.955
2020-12-09 14:30:08.717,29.955
2020-12-09 14:30:09.717,29.955
2020-12-09 14:30:10.717,29.955
2020-12-09 14:30:11.717,29.955
2020-12-09 14:30:12.717,29.955
2020-12-09 14:30:13.717,29.955
2020-12-09 14:30:14.718,29.955
2020-12-09 14:30:15.718,29.955
2020-12-09 14:30:16.718,29.928
2020-12-09 14:30:17.718,29.955
2020-12-09 14:30:18.718,29.955
2020-12-09 14:30:19.718,29.955
2020-12-09 14:30:20.718,29.955
2020-12-09 14:30:21.718,29.955
2020-12-09 14:30:22.719,29.955
2020-12-09 14:30:23.719,29.955
2020-12-09 14:30:24.719,29.955
2020-12-09 14:30:25.719,29.955
2020-12-09 14:30:26.719,29.955
2020-12-09 14:30:27.719,29.955
2020-12-09 14:30:28.719,29.981
2020-12-09 14:30:29.719,29.955
2020-12-09 14:30:30.719,29.955
2020-12-09 14:30:31.720,29.955
2020-12-09 14:30:32.720,29.955
2020-12-09 14:30:33.720,29.955
2020-12-09 14:30:34.720,29.955
2020-12-09 14:30:35.720,29.955
2020-12-09 14:30:36.720,29.955
2020-12-09 14:30:37.720,29.981
2020-12-09 14:30:38.720,29.955
2020-12-09 14:30:39.721,29.955
2020-12-09 14:30:40.721,29.981
2020-12-09 14:30:41.721,29.981
2020-12-09 14:30:42.721,29.955
2020-12-09 14:30:43.721,29.981
2020-12-09 14:30:44.721,29.955
2020-12-09 14:30:45.721,29.981
2020-12-09 14:30:46.721,29.981
2020-12-09 14:30:47.721,29.955
2020-12-09 14:30:48.722,29.981
2020-12-09 14:30:49.722,29.981
2020-12-09 14:30:50.722,29.955
2020-12-09 14:30:51.722,29.955
2020-12-09 14:30:52.722,29.981
2020-12-09 14:30:53.722,29.955
2020-12-09 14:30:54.722,29.955
2020-12-09 14:30:55.722,29.955
2020-12-09 14:30:56.723,29.981
2020-12-09 14:30:57.723,29.955
2020-12-09 14:30:58.723,29.981
2020-12-09 14:30:59.723,29.981
2020-12-09 14:31:00.723,29.981
2020-12-09 14:31:01.723,29.955
2020-12-09 14:31:02.723,29.955
2020-12-09 14:31:03.723,29.955
2020-12-09 14:31:04.723,29.955
2020-12-09 14:31:05.724,29.955
2020-12-09 14:31:06.724,29.955
2020-12-09 14:31:07.724,29.981
2020-12-09 14:31:08.724,29.955
2020-12-09 14:31:09.724,29.981
2020-12-09 14:31:10.724,29.955
2020-12-09 14:31:11.724,29.955
2020-12-09 14:31:12.724,29.981
2020-12-09 14:31:13.724,29.955
2020-12-09 14:31:14.725,29.955
2020-12-09 14:31:15.725,29.981
2020-12-09 14:31:16.725,29.955
2020-12-09 14:31:17.725,29.955
2020-12-09 14:31:18.725,29.981
2020-12-09 14:31:19.725,29.955
2020-12-09 14:31:20.725,29.981
2020-12-09 14:31:21.725,29.981
2020-12-09 14:31:22.726,29.981
2020-12-09 14:31:23.726,29.981
2020-12-09 14:31:24.726,29.981
2020-12-09 14:31:25.726,29.981
2020-12-09 14:31:26.726,29.955
2020-12-09 14:31:27.726,29.981
2020-12-09 14:31:28.726,29.981
2020-12-09 14:31:29.726,29.981
2020-12-09 14:31:30.726,29.955
2020-12-09 14:31:31.727,29.981
2020-12-09 14:31:32.727,29.981
2020-12-09 14:31:33.727,29.981
2020-12-09 14:31:34.727,29.955
2020-12-09 14:31:35.727,29.981
2020-12-09 14:31:36.727,29.981
2020-12-09 14:31:37.727,30.008
2020-12-09 14:31:38.727,29.981
2020-12-09 14:31:39.728,29.981
2020-12-09 14:31:40.728,29.981
2020-12-09 14:31:41.728,29.981
2020-12-09 14:31:42.728,29.955
2020-12-09 14:31:43.728,29.981
2020-12-09 14:31:44.728,29.955
2020-12-09 14:31:45.728,29.955
2020-12-09 14:31:46.728,29.955
2020-12-09 14:31:47.728,30.008
2020-12-09 14:31:48.729,29.981
2020-12-09 14:31:49.729,29.981
2020-12-09 14:31:50.729,30.008
2020-12-09 14:31:51.729,29.981
2020-12-09 14:31:52.729,29.981
2020-12-09 14:31:53.729,29.981
2020-12-09 14:31:54.729,29.955
2020-12-09 14:31:55.729,29.981
2020-12-09 14:31:56.730,29.981
2020-12-09 14:31:57.729,29.981
2020-12-09 14:31:58.729,29.981
2020-12-09 14:31:59.729,29.981
2020-12-09 14:32:00.729,29.981
2020-12-09 14:32:01.729,29.955
2020-12-09 14:32:02.729,29.981
2020-12-09 14:32:03.728,29.981
2020-12-09 14:32:04.728,29.955
2020-12-09 14:32:05.728,29.981
2020-12-09 14:32:06.728,29.981
2020-12-09 14:32:07.728,29.981
2020-12-09 14:32:08.728,29.981
2020-12-09 14:32:09.728,29.955
2020-12-09 14:32:10.727,29.981
2020-12-09 14:32:11.727,29.981
2020-12-09 14:32:12.727,29.981
2020-12-09 14:32:13.727,29.955
2020-12-09 14:32:14.727,29.955
2020-12-09 14:32:15.727,29.981
2020-12-09 14:32:16.727,29.981
2020-12-09 14:32:17.726,29.955
2020-12-09 14:32:18.726,29.981
2020-12-09 14:32:19.726,29.955
2020-12-09 14:32:20.726,29.981
2020-12-09 14:32:21.726,29.981
2020-12-09 14:32:22.726,29.981
2020-12-09 14:32:23.726,29.955
2020-12-09 14:32:24.725,29.955
2020-12-09 14:32:25.725,29.955
2020-12-09 14:32:26.725,29.981
2020-12-09 14:32:27.725,29.981
2020-12-09 14:32:28.725,29.955
2020-12-09 14:32:29.725,29.981
2020-12-09 14:32:30.725,29.981
2020-12-09 14:32:31.724,29.981
2020-12-09 14:32:32.724,29.981
2020-12-09 14:32:33.724,29.981
2020-12-09 14:32:34.724,29.955
2020-12-09 14:32:35.724,29.981
2020-12-09 14:32:36.724,29.955
2020-12-09 14:32:37.724,29.981
2020-12-09 14:32:38.723,29.955
2020-12-09 14:32:39.723,29.981
2020-12-09 14:32:40.723,29.955
2020-12-09 14:32:41.723,29.981
2020-12-09 14:32:42.723,29.955
2020-12-09 14:32:43.723,29.981
2020-12-09 14:32:44.723,29.981
2020-12-09 14:32:45.722,29.981
2020-12-09 14:32:46.722,29.955
2020-12-09 14:32:47.722,29.955
2020-12-09 14:32:48.722,29.955
2020-12-09 14:32:49.722,29.981
2020-12-09 14:32:50.722,29.955
2020-12-09 14:32:51.722,29.981
2020-12-09 14:32:52.721,29.955
2020-12-09 14:32:53.721,29.955
2020-12-09 14:32:54.721,29.981
2020-12-09 14:32:55.721,29.981
2020-12-09 14:32:56.721,29.981
2020-12-09 14:32:57.721,29.981
2020-12-09 14:32:58.721,29.981
2020-12-09 14:32:59.720,29.981
2020-12-09 14:33:00.720,29.955
2020-12-09 14:33:01.720,29.981
2020-12-09 14:33:02.720,29.955
2020-12-09 14:33:03.720,29.981
2020-12-09 14:33:04.720,29.981
2020-12-09 14:33:05.720,29.955
2020-12-09 14:33:06.719,29.981
2020-12-09 14:33:07.719,29.955
2020-12-09 14:33:08.719,29.981
2020-12-09 14:33:09.719,29.981
2020-12-09 14:33:10.719,29.981
2020-12-09 14:33:11.719,29.955
2020-12-09 14:33:12.719,29.955
2020-12-09 14:33:13.718,29.955
2020-12-09 14:33:14.718,29.981
2020-12-09 14:33:15.718,29.981
2020-12-09 14:33:16.718,29.981
2020-12-09 14:33:17.718,29.981
2020-12-09 14:33:18.718,29.955
2020-12-09 14:33:19.718,29.955
2020-12-09 14:33:20.717,29.955
2020-12-09 14:33:21.717,29.955
2020-12-09 14:33:22.717,29.955
2020-12-09 14:33:23.717,29.981
2020-12-09 14:33:24.717,29.955
2020-12-09 14:33:25.717,29.981
2020-12-09 14:33:26.717,29.955
2020-12-09 14:33:27.716,29.955
2020-12-09 14:33:28.716,29.981
2020-12-09 14:33:29.716,29.955
2020-12-09 14:33:30.716,29.955
2020-12-09 14:33:31.716,29.955
2020-12-09 14:33:32.716,29.955
2020-12-09 14:33:33.716,29.981
2020-12-09 14:33:34.715,29.955
2020-12-09 14:33:35.715,29.955
2020-12-09 14:33:36.715,29.981
2020-12-09 14:33:37.715,29.955
2020-12-09 14:33:38.715,29.981
2020-12-09 14:33:39.715,29.955
2020-12-09 14:33:40.715,29.981
2020-12-09 14:33:41.714,29.955
2020-12-09 14:33:42.714,29.955
2020-12-09 14:33:43.714,29.955
2020-12-09 14:33:44.714,29.955
2020-12-09 14:33:45.714,29.955
2020-12-09 14:33:46.714,29.981
2020-12-09 14:33:47.714,29.981
2020-12-09 14:33:48.713,29.955
2020-12-09 14:33:49.713,29.981
2020-12-09 14:33:50.713,29.955
2020-12-09 14:33:51.713,29.981
2020-12-09 14:33:52.713,29.955
2020-12-09 14:33:53.713,29.981
2020-12-09 14:33:54.713,29.981
2020-12-09 14:33:55.712,29.955
2020-12-09 14:33:56.712,29.955
2020-12-09 14:33:57.712,29.955
2020-12-09 14:33:58.712,29.955
2020-12-09 14:33:59.712,29.981
2020-12-09 14:34:00.712,29.955
2020-12-09 14:34:01.712,29.955
2020-12-09 14:34:02.712,29.981
2020-12-09 14:34:03.712,29.955
2020-12-09 14:34:04.712,29.955
2020-12-09 14:34:05.712,29.955
2020-12-09 14:34:06.712,29.955
2020-12-09 14:34:07.712,29.955
2020-12-09 14:34:08.712,29.955
2020-12-09 14:34:09.712,29.955
2020-12-09 14:34:10.712,29.981
