timestamp_16,heart_rate
2020-12-12 14:04:00,59.0
2020-12-12 14:05:00,53.0
2020-12-12 14:07:00,52.0
2020-12-12 14:08:00,59.0
2020-12-12 14:10:00,56.0
2020-12-12 14:11:00,55.0
2020-12-12 14:12:00,58.0
2020-12-12 14:13:00,54.0
2020-12-12 14:15:00,53.0
2020-12-12 14:16:00,54.0
2020-12-12 14:17:00,53.0
2020-12-12 14:18:00,54.0
2020-12-12 14:19:00,51.0
2020-12-12 14:21:00,52.0
2020-12-12 14:23:00,53.0
2020-12-12 14:24:00,57.0
2020-12-12 14:25:00,54.0
2020-12-12 14:26:00,53.0
2020-12-12 14:27:00,54.0
2020-12-12 14:28:00,56.0
2020-12-12 14:29:00,53.0
2020-12-12 14:32:00,54.0
2020-12-12 14:33:00,55.0
2020-12-12 14:34:00,53.0
2020-12-12 14:35:00,56.0
2020-12-12 14:36:00,55.0
2020-12-12 14:37:00,51.0
2020-12-12 14:38:00,52.0
2020-12-12 14:39:00,55.0
2020-12-12 14:41:00,53.0
2020-12-12 14:42:00,54.0
2020-12-12 14:43:00,56.0
2020-12-12 14:44:00,55.0
2020-12-12 14:45:00,54.0
2020-12-12 14:46:00,57.0
2020-12-12 14:48:00,56.0
2020-12-12 14:49:00,57.0
2020-12-12 14:50:00,0.0
