timestamp_16,heart_rate
2020-11-27 13:24:00,61.0
2020-11-27 13:26:00,62.0
2020-11-27 13:27:00,61.0
2020-11-27 13:28:00,66.0
2020-11-27 13:29:00,70.0
2020-11-27 13:30:00,62.0
2020-11-27 13:31:00,64.0
2020-11-27 13:33:00,63.0
2020-11-27 13:34:00,66.0
2020-11-27 13:36:00,67.0
2020-11-27 13:40:00,68.0
2020-11-27 13:41:00,70.0
2020-11-27 13:43:00,68.0
2020-11-27 13:44:00,65.0
2020-11-27 13:45:00,64.0
2020-11-27 13:47:00,65.0
2020-11-27 13:48:00,64.0
2020-11-27 13:49:00,70.0
2020-11-27 13:50:00,65.0
2020-11-27 13:51:00,63.0
2020-11-27 13:52:00,66.0
2020-11-27 13:53:00,67.0
2020-11-27 13:54:00,68.0
2020-11-27 13:55:00,66.0
2020-11-27 13:56:00,72.0
2020-11-27 13:57:00,70.0
2020-11-27 13:59:00,71.0
2020-11-27 14:00:00,67.0
2020-11-27 14:01:00,68.0
2020-11-27 14:02:00,65.0
2020-11-27 14:03:00,66.0
2020-11-27 14:04:00,69.0
2020-11-27 14:05:00,68.0
2020-11-27 14:07:00,66.0
2020-11-27 14:09:00,73.0
2020-11-27 14:10:00,78.0
2020-11-27 14:11:00,60.0
2020-11-27 14:12:00,0.0
