timestamp_16,heart_rate
2020-12-13 10:46:00,81.0
2020-12-13 10:47:00,84.0
2020-12-13 10:48:00,90.0
2020-12-13 10:49:00,95.0
2020-12-13 10:50:00,90.0
2020-12-13 10:51:00,93.0
2020-12-13 10:52:00,92.0
2020-12-13 10:54:00,93.0
2020-12-13 10:55:00,91.0
2020-12-13 10:57:00,93.0
2020-12-13 10:58:00,89.0
2020-12-13 11:00:00,90.0
2020-12-13 11:02:00,88.0
2020-12-13 11:03:00,86.0
2020-12-13 11:04:00,88.0
2020-12-13 11:05:00,89.0
2020-12-13 11:06:00,84.0
2020-12-13 11:07:00,86.0
2020-12-13 11:08:00,89.0
2020-12-13 11:09:00,86.0
2020-12-13 11:11:00,84.0
2020-12-13 11:12:00,87.0
2020-12-13 11:13:00,85.0
2020-12-13 11:14:00,87.0
2020-12-13 11:15:00,86.0
2020-12-13 11:17:00,84.0
2020-12-13 11:18:00,88.0
2020-12-13 11:19:00,87.0
2020-12-13 11:20:00,85.0
2020-12-13 11:21:00,84.0
2020-12-13 11:22:00,82.0
2020-12-13 11:23:00,83.0
2020-12-13 11:26:00,82.0
2020-12-13 11:27:00,84.0
2020-12-13 11:28:00,92.0
2020-12-13 11:29:00,84.0
2020-12-13 11:30:00,81.0
2020-12-13 11:31:00,80.0
2020-12-13 11:32:00,79.0
2020-12-13 11:33:00,81.0
2020-12-13 11:35:00,80.0
2020-12-13 11:36:00,81.0
2020-12-13 11:38:00,79.0
2020-12-13 11:39:00,81.0
2020-12-13 11:41:00,79.0
2020-12-13 11:43:00,77.0
2020-12-13 11:44:00,78.0
2020-12-13 11:45:00,82.0
2020-12-13 11:46:00,80.0
2020-12-13 11:47:00,78.0
2020-12-13 11:48:00,79.0
2020-12-13 11:49:00,82.0
2020-12-13 11:50:00,78.0
2020-12-13 11:51:00,83.0
2020-12-13 11:52:00,0.0
2020-12-13 12:08:00,0.0
