timestamp_16,heart_rate
2020-12-15 15:50:00,63.0
2020-12-15 15:51:00,65.0
2020-12-15 15:52:00,68.0
2020-12-15 15:53:00,66.0
2020-12-15 15:54:00,64.0
2020-12-15 15:55:00,65.0
2020-12-15 15:56:00,67.0
2020-12-15 15:57:00,65.0
2020-12-15 15:59:00,63.0
2020-12-15 16:00:00,64.0
2020-12-15 16:01:00,66.0
2020-12-15 16:02:00,68.0
2020-12-15 16:03:00,67.0
2020-12-15 16:04:00,68.0
2020-12-15 16:05:00,66.0
2020-12-15 16:06:00,65.0
2020-12-15 16:07:00,62.0
2020-12-15 16:08:00,63.0
2020-12-15 16:09:00,64.0
2020-12-15 16:10:00,65.0
2020-12-15 16:11:00,63.0
2020-12-15 16:12:00,64.0
2020-12-15 16:13:00,65.0
2020-12-15 16:15:00,63.0
2020-12-15 16:16:00,65.0
2020-12-15 16:17:00,67.0
2020-12-15 16:18:00,64.0
2020-12-15 16:21:00,63.0
2020-12-15 16:22:00,67.0
2020-12-15 16:23:00,68.0
2020-12-15 16:24:00,74.0
2020-12-15 16:25:00,66.0
2020-12-15 16:26:00,73.0
2020-12-15 16:27:00,66.0
2020-12-15 16:28:00,63.0
2020-12-15 16:29:00,65.0
2020-12-15 16:30:00,64.0
2020-12-15 16:31:00,66.0
2020-12-15 16:33:00,65.0
2020-12-15 16:34:00,64.0
2020-12-15 16:35:00,63.0
2020-12-15 16:36:00,66.0
2020-12-15 16:37:00,64.0
2020-12-15 16:38:00,65.0
2020-12-15 16:39:00,72.0
2020-12-15 16:40:00,69.0
2020-12-15 16:41:00,67.0
2020-12-15 16:42:00,65.0
2020-12-15 16:43:00,62.0
2020-12-15 16:45:00,68.0
2020-12-15 16:46:00,67.0
2020-12-15 16:47:00,63.0
2020-12-15 16:48:00,64.0
2020-12-15 16:49:00,65.0
2020-12-15 16:50:00,63.0
2020-12-15 16:51:00,62.0
2020-12-15 16:53:00,64.0
2020-12-15 16:54:00,59.0
2020-12-15 16:55:00,65.0
2020-12-15 16:56:00,63.0
2020-12-15 16:57:00,62.0
2020-12-15 16:58:00,58.0
2020-12-15 16:59:00,62.0
2020-12-15 17:00:00,63.0
2020-12-15 17:01:00,62.0
2020-12-15 17:02:00,63.0
2020-12-15 17:03:00,61.0
2020-12-15 17:04:00,62.0
2020-12-15 17:05:00,61.0
2020-12-15 17:06:00,65.0
2020-12-15 17:07:00,61.0
2020-12-15 17:08:00,71.0
2020-12-15 17:09:00,66.0
2020-12-15 17:10:00,60.0
2020-12-15 17:11:00,66.0
2020-12-15 17:12:00,69.0
2020-12-15 17:13:00,79.0
