stress_level_value,label
33.0,1
33.0,2
29.0,3
30.0,4
30.0,5
39.0,6
-1.0,7
-1.0,8
-1.0,9
-1.0,10
-1.0,11
-1.0,12
50.0,13
50.0,14
32.0,15
22.0,16
-1.0,17
-1.0,18
28.0,19
34.0,20
34.0,21
33.0,22
37.0,23
37.0,24
42.0,25
31.0,26
31.0,27
33.0,28
40.0,29
40.0,30
25.0,31
21.0,32
21.0,33
-1.0,34
-1.0,35
-1.0,36
-1.0,37
26.0,38
23.0,39
23.0,40
24.0,41
-1.0,42
-1.0,43
-1.0,44
48.0,45
48.0,46
32.0,47
32.0,48
30.0,49
30.0,50
