stress_level_value,label
22.0,1
21.0,2
21.0,3
-1.0,4
17.0,5
19.0,6
19.0,7
15.0,8
13.0,9
13.0,10
15.0,11
15.0,12
18.0,13
18.0,14
10.0,15
11.0,16
16.0,17
16.0,18
13.0,19
13.0,20
11.0,21
9.0,22
9.0,23
6.0,24
6.0,25
5.0,26
5.0,27
-1.0,28
-1.0,29
-1.0,30
-1.0,31
-1.0,32
-1.0,33
-1.0,34
-1.0,35
18.0,36
10.0,37
10.0,38
8.0,39
8.0,40
7.0,41
7.0,42
4.0,43
4.0,44
3.0,45
21.0,46
16.0,47
7.0,48
3.0,49
8.0,50
