stress_level_value,label
0.0,1
0.0,2
3.0,3
19.0,4
-1.0,5
34.0,6
14.0,7
19.0,8
17.0,9
13.0,10
20.0,11
16.0,12
16.0,13
21.0,14
33.0,15
-1.0,16
19.0,17
-1.0,18
18.0,19
18.0,20
15.0,21
-1.0,22
-1.0,23
-1.0,24
-1.0,25
-1.0,26
-1.0,27
-1.0,28
-1.0,29
-1.0,30
-1.0,31
-1.0,32
-1.0,33
-1.0,34
-1.0,35
-1.0,36
-1.0,37
-1.0,38
-1.0,39
-1.0,40
-1.0,41
-1.0,42
-2.0,43
-2.0,44
27.0,45
7.0,46
5.0,47
15.0,48
15.0,49
19.0,50
