stress_level_value,label
12.0,1
20.0,2
23.0,3
19.0,4
19.0,5
9.0,6
9.0,7
17.0,8
13.0,9
21.0,10
21.0,11
7.0,12
13.0,13
22.0,14
22.0,15
18.0,16
11.0,17
11.0,18
22.0,19
9.0,20
7.0,21
20.0,22
15.0,23
24.0,24
24.0,25
24.0,26
23.0,27
23.0,28
16.0,29
16.0,30
15.0,31
11.0,32
11.0,33
9.0,34
9.0,35
18.0,36
18.0,37
18.0,38
14.0,39
22.0,40
22.0,41
24.0,42
17.0,43
18.0,44
21.0,45
21.0,46
19.0,47
19.0,48
20.0,49
20.0,50
