stress_level_value,label
66.0,1
63.0,2
61.0,3
61.0,4
53.0,5
49.0,6
52.0,7
44.0,8
38.0,9
48.0,10
33.0,11
47.0,12
34.0,13
34.0,14
33.0,15
39.0,16
42.0,17
38.0,18
35.0,19
46.0,20
42.0,21
37.0,22
33.0,23
-1.0,24
-1.0,25
36.0,26
35.0,27
-1.0,28
-1.0,29
36.0,30
61.0,31
-1.0,32
26.0,33
-1.0,34
-1.0,35
-1.0,36
-1.0,37
-1.0,38
-1.0,39
24.0,40
-1.0,41
-1.0,42
-1.0,43
-1.0,44
24.0,45
-1.0,46
33.0,47
25.0,48
-1.0,49
-1.0,50
