stress_level_value,label
13.0,1
24.0,2
19.0,3
13.0,4
8.0,5
16.0,6
0.0,7
0.0,8
0.0,9
0.0,10
13.0,11
23.0,12
18.0,13
13.0,14
13.0,15
17.0,16
1.0,17
14.0,18
22.0,19
22.0,20
6.0,21
22.0,22
22.0,23
0.0,24
4.0,25
4.0,26
2.0,27
13.0,28
10.0,29
0.0,30
1.0,31
1.0,32
0.0,33
0.0,34
0.0,35
0.0,36
1.0,37
16.0,38
19.0,39
1.0,40
1.0,41
0.0,42
0.0,43
0.0,44
0.0,45
0.0,46
0.0,47
1.0,48
-2.0,49
-2.0,50
