stress_level_value,label
78.0,1
78.0,2
75.0,3
72.0,4
72.0,5
75.0,6
75.0,7
62.0,8
62.0,9
73.0,10
64.0,11
65.0,12
63.0,13
63.0,14
66.0,15
63.0,16
62.0,17
63.0,18
63.0,19
66.0,20
63.0,21
62.0,22
64.0,23
56.0,24
56.0,25
56.0,26
51.0,27
58.0,28
48.0,29
57.0,30
19.0,31
48.0,32
41.0,33
41.0,34
40.0,35
38.0,36
45.0,37
39.0,38
38.0,39
38.0,40
38.0,41
39.0,42
40.0,43
33.0,44
33.0,45
20.0,46
27.0,47
-2.0,48
-1.0,49
-1.0,50
