stress_level_value,label
77.0,1
77.0,2
77.0,3
77.0,4
81.0,5
81.0,6
81.0,7
79.0,8
79.0,9
79.0,10
75.0,11
75.0,12
75.0,13
78.0,14
78.0,15
76.0,16
76.0,17
76.0,18
85.0,19
85.0,20
85.0,21
83.0,22
83.0,23
83.0,24
84.0,25
84.0,26
84.0,27
80.0,28
80.0,29
83.0,30
83.0,31
83.0,32
81.0,33
81.0,34
78.0,35
78.0,36
78.0,37
87.0,38
87.0,39
87.0,40
86.0,41
86.0,42
86.0,43
82.0,44
82.0,45
82.0,46
84.0,47
84.0,48
76.0,49
76.0,50
