stress_level_value,label
0.0,1
0.0,2
2.0,3
4.0,4
0.0,5
0.0,6
0.0,7
5.0,8
6.0,9
6.0,10
3.0,11
0.0,12
0.0,13
2.0,14
2.0,15
0.0,16
0.0,17
0.0,18
0.0,19
0.0,20
0.0,21
0.0,22
0.0,23
2.0,24
11.0,25
8.0,26
0.0,27
0.0,28
1.0,29
0.0,30
0.0,31
0.0,32
0.0,33
0.0,34
2.0,35
2.0,36
0.0,37
3.0,38
4.0,39
6.0,40
0.0,41
2.0,42
2.0,43
2.0,44
2.0,45
2.0,46
1.0,47
0.0,48
0.0,49
0.0,50
