stress_level_value,label
15.0,1
15.0,2
22.0,3
17.0,4
24.0,5
24.0,6
25.0,7
24.0,8
22.0,9
22.0,10
19.0,11
21.0,12
17.0,13
15.0,14
22.0,15
16.0,16
23.0,17
23.0,18
20.0,19
7.0,20
20.0,21
20.0,22
19.0,23
15.0,24
23.0,25
24.0,26
20.0,27
20.0,28
1.0,29
11.0,30
11.0,31
11.0,32
10.0,33
15.0,34
15.0,35
4.0,36
16.0,37
16.0,38
2.0,39
3.0,40
11.0,41
11.0,42
24.0,43
24.0,44
13.0,45
8.0,46
17.0,47
17.0,48
13.0,49
13.0,50
