stress_level_value,label
24.0,1
24.0,2
24.0,3
23.0,4
21.0,5
23.0,6
23.0,7
23.0,8
23.0,9
22.0,10
20.0,11
24.0,12
24.0,13
23.0,14
20.0,15
15.0,16
12.0,17
12.0,18
19.0,19
22.0,20
14.0,21
15.0,22
24.0,23
23.0,24
20.0,25
23.0,26
23.0,27
24.0,28
21.0,29
16.0,30
17.0,31
12.0,32
16.0,33
11.0,34
11.0,35
11.0,36
13.0,37
13.0,38
13.0,39
16.0,40
16.0,41
20.0,42
21.0,43
21.0,44
23.0,45
17.0,46
17.0,47
23.0,48
19.0,49
19.0,50
