stress_level_value,label
38.0,1
37.0,2
-1.0,3
24.0,4
-1.0,5
-1.0,6
24.0,7
-1.0,8
-1.0,9
23.0,10
25.0,11
14.0,12
14.0,13
-1.0,14
-1.0,15
-1.0,16
-1.0,17
-1.0,18
-1.0,19
-1.0,20
17.0,21
21.0,22
24.0,23
24.0,24
-1.0,25
23.0,26
18.0,27
18.0,28
16.0,29
19.0,30
12.0,31
12.0,32
18.0,33
18.0,34
21.0,35
21.0,36
20.0,37
20.0,38
20.0,39
21.0,40
18.0,41
18.0,42
20.0,43
15.0,44
15.0,45
16.0,46
16.0,47
18.0,48
18.0,49
18.0,50
