stress_level_value,label
27.0,1
24.0,2
23.0,3
23.0,4
23.0,5
24.0,6
20.0,7
20.0,8
23.0,9
19.0,10
24.0,11
24.0,12
24.0,13
24.0,14
19.0,15
19.0,16
26.0,17
26.0,18
-1.0,19
20.0,20
20.0,21
25.0,22
25.0,23
25.0,24
25.0,25
13.0,26
13.0,27
15.0,28
15.0,29
19.0,30
19.0,31
20.0,32
20.0,33
20.0,34
22.0,35
22.0,36
16.0,37
15.0,38
15.0,39
10.0,40
10.0,41
16.0,42
12.0,43
12.0,44
21.0,45
14.0,46
14.0,47
13.0,48
13.0,49
13.0,50
