stress_level_value,label
11.0,1
16.0,2
12.0,3
17.0,4
24.0,5
21.0,6
19.0,7
17.0,8
17.0,9
23.0,10
21.0,11
6.0,12
9.0,13
19.0,14
18.0,15
18.0,16
22.0,17
21.0,18
24.0,19
24.0,20
14.0,21
14.0,22
21.0,23
18.0,24
18.0,25
10.0,26
14.0,27
6.0,28
6.0,29
12.0,30
14.0,31
14.0,32
18.0,33
18.0,34
18.0,35
15.0,36
15.0,37
15.0,38
22.0,39
22.0,40
15.0,41
22.0,42
22.0,43
15.0,44
15.0,45
8.0,46
-2.0,47
-2.0,48
-2.0,49
-2.0,50
