stress_level_value,label
11.0,1
10.0,2
10.0,3
12.0,4
10.0,5
15.0,6
12.0,7
4.0,8
11.0,9
13.0,10
12.0,11
11.0,12
12.0,13
15.0,14
11.0,15
4.0,16
7.0,17
12.0,18
8.0,19
12.0,20
2.0,21
3.0,22
2.0,23
5.0,24
0.0,25
4.0,26
0.0,27
0.0,28
8.0,29
2.0,30
3.0,31
2.0,32
0.0,33
0.0,34
4.0,35
0.0,36
6.0,37
3.0,38
0.0,39
3.0,40
1.0,41
1.0,42
1.0,43
1.0,44
1.0,45
0.0,46
3.0,47
1.0,48
0.0,49
0.0,50
