stress_level_value,label
23.0,1
20.0,2
-1.0,3
23.0,4
17.0,5
19.0,6
22.0,7
25.0,8
17.0,9
24.0,10
16.0,11
20.0,12
24.0,13
20.0,14
20.0,15
22.0,16
22.0,17
18.0,18
22.0,19
18.0,20
10.0,21
6.0,22
15.0,23
21.0,24
21.0,25
9.0,26
6.0,27
15.0,28
18.0,29
22.0,30
15.0,31
20.0,32
25.0,33
25.0,34
15.0,35
8.0,36
17.0,37
14.0,38
8.0,39
16.0,40
11.0,41
7.0,42
12.0,43
5.0,44
5.0,45
9.0,46
8.0,47
15.0,48
9.0,49
8.0,50
