stress_level_value,label
25.0,1
26.0,2
-1.0,3
-1.0,4
24.0,5
22.0,6
21.0,7
13.0,8
21.0,9
11.0,10
17.0,11
18.0,12
17.0,13
-1.0,14
18.0,15
11.0,16
11.0,17
20.0,18
18.0,19
23.0,20
18.0,21
14.0,22
17.0,23
7.0,24
3.0,25
-1.0,26
24.0,27
13.0,28
8.0,29
1.0,30
1.0,31
8.0,32
8.0,33
9.0,34
12.0,35
5.0,36
2.0,37
2.0,38
3.0,39
10.0,40
1.0,41
1.0,42
3.0,43
6.0,44
3.0,45
8.0,46
6.0,47
8.0,48
46.0,49
62.0,50
