stress_level_value,label
24.0,1
24.0,2
24.0,3
24.0,4
24.0,5
24.0,6
24.0,7
24.0,8
24.0,9
30.0,10
23.0,11
24.0,12
27.0,13
25.0,14
32.0,15
36.0,16
36.0,17
24.0,18
25.0,19
24.0,20
24.0,21
24.0,22
28.0,23
24.0,24
30.0,25
24.0,26
24.0,27
23.0,28
-1.0,29
24.0,30
27.0,31
30.0,32
25.0,33
27.0,34
27.0,35
24.0,36
25.0,37
25.0,38
25.0,39
27.0,40
24.0,41
22.0,42
22.0,43
24.0,44
22.0,45
22.0,46
24.0,47
24.0,48
24.0,49
24.0,50
