stress_level_value,label
6.0,1
20.0,2
20.0,3
24.0,4
21.0,5
21.0,6
24.0,7
24.0,8
18.0,9
18.0,10
20.0,11
20.0,12
20.0,13
14.0,14
14.0,15
13.0,16
13.0,17
9.0,18
9.0,19
13.0,20
13.0,21
16.0,22
16.0,23
12.0,24
12.0,25
12.0,26
14.0,27
19.0,28
19.0,29
19.0,30
16.0,31
18.0,32
18.0,33
14.0,34
14.0,35
6.0,36
6.0,37
14.0,38
14.0,39
9.0,40
9.0,41
19.0,42
0.0,43
0.0,44
0.0,45
5.0,46
5.0,47
1.0,48
-2.0,49
-2.0,50
